instruction,response,category
كيفاش نجم نخلص خطية رادار؟,"تنجم تخلصها في القباضة ولا أونلاين:
1. ادخل لموقع خلاص الخطايا التابع لوزارة المالية.
2. حط رقم بطاقة التعريف ورقم الكرهبة.
3. تظهرلك الخطية والمبلغ، تخلص بالبطاقة البنكية وتطبع الوصل.
4. لو كان تحب، تمشي لأي قباضة مالية وتخلص غادي مباشرة.",task_oriented
عندي وجيعة في كرشي عندها ساعات وما حبتش تبرد، شنوة ناكل؟,الوجيعة اللي تطول ما تداواش بالماكلة. لازم تعرف الوجيعة وين بالضبط؟ معاها ردان؟ حمى؟ لازم تشخيص باش ما تطلعش 'الزائدة' (التهاب الزائدة).,advice_guidance
شنوة هي نقطة نيمو وعلاش تتسمى أبعد بلاصة على الأرض؟,نقطة نيمو هي بقعة في وسط المحيط الهادي بعيدة على أي يابسة بأكثر من 2600 كم. هي بعيدة لدرجة إن أقرب بشر ليك كي تبدأ غادي هما 'رواد الفضاء' اللي في المحطة على بعد 400 كم فوقك. البلاصة هذي يستعملوها زادة كـ 'مقبرة' للأقمار الصناعية اللي طيح باش ما تضر حد.,general_knowledge
تنجم تقلي شنوة يعني التتبير في الكلام التونسي؟,التتبير هو نوع من المزاح ولا النقد الخفيف والذكي اللي فيه برشة ضحك وتلميحات.,everyday_conversation
نحب نطلع رخصة محل لبيع العطور والروائح بالتقسيط؟,"1. محل مهيأ ببيت خزين بعيد على الشمس والحرارة.
2. الالتزام ببيع عطور مطابقة للمواصفات الصحية لضمان عدم تهيج الجلد.
3. باتيندة وتصريح بالنشاط.
4. معاينة بلدية وصحية للمحل.",task_oriented
شنوة الفرق بين الكسكسي المسفوف والكسكسي بالمرقة؟,المسفوف هو كسكسي 'شايح' ومفوف، يتاكل عادة في السحور ولا كتحلية مع الرمان، الزبيب، التمر، واللبن، وهو أخف ببرشة. الكسكسي بالمرقة هو الطبق الرئيسي، يطيب بالخضرة واللحم والصلصة الحمراء والحارة. المسفوف للـ 'خفة' والتحلية التقليدية. والكسكسي بالمرقة هو 'الوليمة' اللي تشبع وتلم العايلة.,opinions_recommendations
ولدي المراهق ولى يتفرج في أفلام خايبة على الأنترنيت. فقت بالتاريخ متاع التليفون وصدمت. كيفاش نتصرف؟,"بسم الله، الصدمة كبيرة أما لازم العقل. 
- ما تدخلوش فيها بالعياط والضرب، خاطر باش يولي يتخبى أكثر.
- احكي معاه على 'خطورة' الحاجات هاذي على مخه وعلى نظرته للمرا وللحياة.
- ركب 'برامج حماية' (Parental Control) في الدار، وحاول تشغله بحاجات مفيدة. المراهق يلوج على معلومة، أعطيه إنت المعلومة الصحيحة بطريقة محترمة. ربي يهديه.",emotional_support
ولدي عمره عام و7 شهور، تكسرتله الترقوة، لازم جبيرة كبيرة؟,في العمر هذا العظام تلم بسرعة البرق. تعليقة بسيطة Echarpe مدة أسبوعين تكفي، والعظم يرجع يشد بلاصته وحده طبيعي.,advice_guidance
الـ Frigidaire تعمل في حس قوي برشا، عادي؟,"لا موش عادي، جرب هذا:
1. ثبت فماش حاجة فوق الفريجيدار (حكاك، كيسان) هي اللي تعمل في الحس.
2. ثبت اللي الفريجيدار Niveau، كانها مايلة عدل الساقين متاعها.
3. ابعدها شوية على الحيط (10 سم) باش الموتور يتنفس.
4. كان الحس جاي من داخل الموتور، لازم تقني يثبت في الـ 'Compresseur'.",task_oriented
كيفاش نتعامل مع الـ بروف اللي يغيّب برشة وما يكملش الـ بروقرام؟,حاول تخدم وحدك بالـ مراجع اللي يعطيها. اطلب من الـ ديليغي يحكي مع الـ إدارة باش يلقاو حل ولا ساعات تعويضية (دور ثاني de cours).,student_life
كيفاش نمشي لغابة رادس من جهة الزهراء؟,تخرج من الزهراء وتتبع الطريق الوطنية رقم واحد في اتجاه تونس، ومن بعد تدور يمين في أول مفترق يوصلك لمدخل الغابة. الثنية واضحة وسهلة.,task_oriented
كيفاش نطلع رخصة بيع تبغ؟,"الرخص هذي صعبة المنال وتخضع لـ 'الولاية':
1. تقديم مطلب لوالي الجهة.
2. الأولوية تعطى لـ 'قدماء المحاربين'، 'المقاومين'، 'أرامل الشهداء'، وحالات الإعاقة.
3. لازم يكون عندك محل مطابق للشروط الصحية والأمنية.
4. الرخصة شخصية وما تتشرى وما تتباعش قانونياً.",task_oriented
ديما يطلعلي كيس دهني صحيح تحت الجلدة كأنه كعبة فاصوليا، وتوا وجهي تعبى بحبوب صغيرة، شنوة الحل؟,بشرتك دهنية برشة. ابعد على الشكلاطة والمقلي والمكسرات، واستعمل غسول خاص. وتنجم تبدأ دواء من عايلة 'المينوسيكلين' قبل النوم.,advice_guidance
تنجم تقلي كيفاش نجم ننظم الـ بيبليوغرافية متاع الـ ميموار من غير تضييع وقت؟,استعمل أوتيات كيما زوتيرو (Zotero). يسيفيلك لـ ليان ولـ تيكست بـ كليك واحدة وينظمهملك بـ ريفيرونس بروفيسيونال.,student_life
بربي الـ دي DS قداش عندو كويفيسيون في النوت فينال؟ يطيّح المويان ولا يعاون؟,في أغلب الأحيان، الـ 'دي إس' يمثل 20% ولا 30% من النوت جينيرال متاع الماتيار. هو فرصة باهية باش 'تآسوري' نوت باهية تخليك تدخل لـ 'الكزامان' مرتاح وما تستحقش سكور كبير باش تنجح.,student_life
هل البو يورث في ولده اللي توفى وهو ما عندوش صغار؟,إي نعم، البو يورث السدس فرضاً، وإذا ما فمش ورثة كيف الصغار ينجم ياخذ الباقي بالتعصيب.,general_knowledge
واحد ما عرفش الكفتة، شنو نقولو عليها؟,الكفتة هو أقراص ولا أعواد اللحم المفروم التونسية بالبصل والمعدنوس والتوابل تتقلى ولا تتشوى. يتفرم اللحم والبصل والمعدنوس دقيقاً ويتزاد الدقيق والخبز البائت والعظم والفلفل والملح. تتخلط المقادير وبعد تتقسَّم إلى أجزاء وتتشكَّل أقراص مدورة. تسخن كمية من الزيت في مقلى عميقة وتتقلى الأقراص على الوجهين,cultural_knowledge
شنوة هي سبخة سيدي الهاني؟,هي سبخة كبيرة موجودة بين سوسة والقيروان والمهدية. هي من أكبر السباخ في تونس، وفي الصيف وقت تشيح، تولي كاينها صحراء بيضاء من الملح. في الشتاء تتعبى بالماء وتولي محطة للعصافر المهاجرة. السبخة هذي تعطي طابع خاص للجهة، وهي جزء من التوازن الطبيعي اللي يخلي الارض ديما حية.,cultural_knowledge
الـ كويز اونلاين يعاونوا في الـ قراية؟,يعاونوا برشة في الـ Auto-évaluation. يخليوك تعرف وين الـ 'ويك بوينتس' (Weak points) متاعك قبل ما يجي الـ 'دوفوار' الرسمي.,student_life
الـ بريزونتاسيون بالـ Prezi خير من الـ باوربوانت؟,الـ 'بريزي' فيه 'انيميشن' طيارة أما ينجم يدوّخ الـ 'جوري' إذا تكثر من الـ 'زووم'. الـ 'باوربوانت' يقعد الـ 'ستاندار' الـ رصين.,student_life
تنجم تقلي كيفاش نطلع شهادة المرور لكرهبة أجنبية؟,"تطلع من الديوانة في المعابر الحدودية ولا الموانئ:
1. الاستظهار بأوراق الكرهبة الأصلية وتأمين دولي (Carte Verte).
2. الديوانة تعطيك 'رخصة جولان' لمدة محددة (عادة 3 شهور).
3. لازم تخرج الكرهبة من تونس قبل ما توفى المدة، ولا تخلص خطايا تأخير كبيرة.",task_oriented
شنوة هي أهمية الفيتامينات والمعادن في ماكلتنا؟,الفيتامينات والمعادن هم 'الوقود الصغير' اللي يخلي الماكينة تخدم. في تونس، عندنا نقص برشا في فيتامين D (رغم اللي عندنا شمس!)، هذاكا علاش لازم التعرض للشمس والتحليل مرة في العام. الحديد مهم برشا لفقر الدم، وتلقاه في اللحم والعدس. المغنيسيوم يعاون على الاسترخاء والنوم، وتلقاه في الشوكولاتة السوداء والموز. الكالسيوم للعظام. أحسن طريقة هي أنك تنوع في الماكلة وتدخل 'الألوان' في صحنك (خضر وغلال). المكملات الغذائية ما تاخذهم كان باستشارة طبيب.,advice_guidance
علاش كِي نضحك برشة عضلات وجهي توجعني؟,خاطر الضحك يحرك أكثر من 15 عضلة في الوجه فرد مرة. كِي تضحك برشة، العضلات هذيك تتعب (كيف السبور) وتسيب 'حمض اللاكتيك' اللي يعمل السطر.,advice_guidance
كيفاش نعمل مقروض القيروان الأصيل؟,المقروض هو سلطان الحلويات في تونس وفخر القيروان. المكونات للعجينة: 500غ سميد متوسط، 200غ سمن، شوية ماء دافي وعطرشية. الحشو: 500غ تمر مفوح بشوية قرفة وشوش ورد. الشحور: عسل ولا سكر وماء مع عصرية قارص وشوية زهر. الطريقة: تبسس السميد بالسمن وتلم بالماء من غير ما تعجن باش ما يوليش يلكّد. تاخذ بشوية من العجينة، تحلها وتحط خيط تمر في الوسط، وتسكرها وتقصها أبراج. تقليه في الزيت حتى يولي ذهبي. وهو سخون، تغطسه في الشحور البارد. السر هو في السميد الباهي والسمن اللي يعطي الهشاشة.,task_oriented
نحب نتفاوض مع فلاح باش نشري منه صابة القوارص، شنوة يلزمني نعرف؟,لازمك تقيم جودة الثمار في الشجر وتثبت في التكاليف متع الجني والنقل. تنجم تقترح عليه مبلغ مسبق وتكمل الباقي بعد ما تبيع السلعة.,task_oriented
"أشنو تعني ""كان الصيف نار الخريف جنة""؟",هاذا المثل يعني بلي بعد كل شدة راحة، وكل وقت عسير يعقبه خير. يعني بالحرف: إذا كان الصيف نار فالخريف جنة.,cultural_knowledge
تنجم تقلي شنوة سوق الشواشين؟,هو أقدم سوق في مدينة تونس العتيقة، مخصص لصناعة الشاشية التونسية، وفيه 'المعلمين' الكبار اللي يحافظوا على أسرار هاذي الصنعة.,cultural_knowledge
تنصحني بـ تعلم لغة البرمجة C# لتطوير الألعاب؟,سي شارب هي اللغة الرسمية لمحرك الألعاب 'Unity'، وهو أكثر محرك مستعمل في العالم لصناعة ألعاب الموبايل والـ 2D والـ 3D. تعلمها يفتحلك أبواب كبيرة في سوق الشغل العالمي وفي صناعة الألعاب المستقلة (Indie Games). هي لغة منظمة برشة وقريبة للـ Java، وممتازة زادة لو تحب تخدم في شركات البرمجيات الكبرى. إذا غرامك الألعاب، هي 'المفتاح' الأول ليك.,opinions_recommendations
شنوة الخطر كي الواحد يقص على دواء الذهان فجأة؟,كي تقص على الدواء وحدك خاطر فديت ولا قلقوك الأعراض الجانبية، تنجم ترجعلك الحالة أقوى من انتكاسة.,advice_guidance
شنوة حكاية قصر الجم وشكون بناه؟,قصر الجم هو مسرح روماني ضخم موجود في مدينة الجم (ولاية المهدية)، وهو ثالث أكبر مسرح في العالم الروماني بعد 'كولوسيوم' روما. بناه الإمبراطور 'غوردويان الأول' في القرن الثالث ميلادي. القصر هذا كان مخصص لمصارعة العبيد والحيوانات المفترسة، وتوة ولا معلم سياحي عالمي يقيموا فيه مهرجان الجم للموسيقى السمفونية كل عام.,cultural_knowledge
عندي فشل كبير بعد الماكلة، ونحس روحي دايخ وعيني تغمام، هل هو السكر طاح لي؟,الدوار بعد الماكلة ينجم يكون 'هبوط ضغط دموي' (Hypotension postprandiale) خاطر الدم الكل يمشي للمعدة باش يهضم. جرب كل وجبات صغيرة ومفرقة في النهار، ونقص من السكريات الخبز الأبيض والمعجنات. اشرب كاس ماء قبل الماكلة بنص ساعة وتجنب الوقوف فجأة بعد ما تكمل تاكل.,advice_guidance
عقد الـ عقد دائم يوفى وحدو؟,لا، عقد الـ عقد دائم هو عقد غير محدد المدة. ما يوفى كان بالاستقالة، ولا الطرد لسبب جدي، ولا بالصلح (Départ négocié)، ولا عند الوصول لسن التقاعد.,general_knowledge
ياخي الترمس يضعف السكر؟,الترمس المر فيه برشة ألياف وبروتين وما فيهوش سكريات، يعني ما يخليش السكر يطلع فرد مرة بعد الماكلة. هو باهي كـ 'لمجة' لمرضى السكر.,advice_guidance
ياخي الحوت يرقد؟ وكيفاش ما يغرقش وهو راقد؟,الحوت يرقد أما موش كيفنا. هو يعمل **'نوم مبرمج'**، ساعات يسكر شيرة من مخو ويخلي شيرة تخدم باش يقعد يسبح ويتنفس. فمة أنواع لازمها تقعد تتحرك باش الماء يتعدى عبر الخياشم (Branchies) متاعها ويخرج الأوكسجين. يعني هو يرقد 'نص نص' وعينيه ديما محلولة خاطر ما عندوش جفون!,general_knowledge
الـ بريزونتاسيون بالـ بريزي خير من الـ باوربوانت؟,الـ 'بريزي' فيه 'انيميشن' طيارة أما ينجم يدوّخ الـ 'جوري' إذا تكثر من الـ 'زووم'. الـ 'باوربوانت' يقعد الـ 'ستاندار' الـ رصين.,student_life
ساعات تجيني حالة خوف قوية من غير سبب، قلبي يخبط، نعرق، ونحس روحي باش نموت ولا باش نهبل، شنوة هبولي هذا؟,اللي تحكي فيه هو 'نوبة Crise de panique. هي حالة نفسية بالأساس موش هبال. الجهاز العصبي متاعك يعطي إنذار كاذب بوجود خطر كبير، فيفرز أدرينالين بقوة. الحالة تفجع أما ما تقتلش وما تهبلش. التنفس العميق والهدوء يعاونوا، وإذا تكررت لازم تشوف طبيب نفسي باش يعاونك بالتحليل السلوكي ولا بشوية دواء يركح الأعصاب.,advice_guidance
عندي ردان وغثيان والدورة موخرة، نطلع حبلة؟,ممكن برشة! الغثيان من علامات الحمل الأولى. أما الردان عنده برشة أسباب أخرى. أول خطوة تعملها هي 'تحليل حمل' باش تقطع الشك.,advice_guidance
نحب نطلع صكوك من البنك، قداش يقعدوا؟,"حسب البنك متاعك:
1. تطلب الدفتر من الـ 'Application' ولا من الشباك.
2. عادة يقعد بين 10 أيام لـ 15 يوم عمل.
3. يوصلك 'SMS' يعلمك اللي الدفتر حضر في الأجانس.
4. أول دفتر عادة يكون بلاش، والدواتر اللي بعدهم يخلصوا عليهم معلوم صغير.",task_oriented
نحب نسكن في فوايي بريفي قريب من الفاك، شنوة ليزافانتاج؟,الفوايي بريفي يكون فيه 'كونفور' أكثر (ويفي، بيت وحدك، نظافة)، أما السوم يكون أغلى ببرشا من الفوايي الجامعي. ثبت في 'الريغلمون' بتاعهم قبل ما تسني العقد.,student_life
خويا عنده ولسيسة في جنبه عندها 3 سنين وما تبدلتش، كاينها عرق منفوخ.. تخوف؟,مادامها عندها 3 سنين وما كبرتش وما فيهاش 'نبض' (كاينها قلب يدق)، راهي ولسيسة عادية ولا Lipome. ما تقلقش أما ديما عينه عليها.,advice_guidance
نحب نطلع B3 بالأنترنات، قداش وقت تحضر؟,"الـ B3 تاخذ بين 10 أيام و 3 أسابيع:
1. ادخل لموقع وزارة الداخلية الخاص بالـ b3.interieur.gov.tn.
2. عمر المعلومات بدقة وحط عنوانك الصحيح.
3. خلص المعلوم (حوالي 7 دينارات) بالكارت بنكية.
4. توصلك لدارك عن طريق البريد السريع 'Rapide Poste'.",task_oriented
احكيلي على التروتوار والسلعة اللي معروضة فيه.,التروتوار في تونس هو سوق على حاله. تلقى فيه كل شيء: من 'الفر يب' الماركة للماكينات الصينية، للي يبيع في المشموم. تبدأ تمشي وتڨحر، وساعات توقف تلوج على 'اللقطة' بسوم رخيص. التروتوتر هو مرآة الحياة اليومية، فيه الزحمة، والضحكة، وقدرة التونسي على 'الدبرة' باش يصور فرنك حلال.,everyday_conversation
ولدي في السنة ثانية ابتدائي، المعلمة ديما تشكي منه، تقلي اللي هو ما يركزش وديما يتحرك في القسم، وما ينقلش الدروس كاملة. رغم اللي هو ذكي في الدار، أما في المدرسة موش غادي. شنوة المشكلة؟,"بسم الله، الحالة هاذي الاكثرية تشير لـ 'تشتت الانتباه وفرط الحركة' (ADHD).
- الصغير موش بالعاني ما يركزش، مخه يخدم بسرعة وما ينجمش يقعد راكح.
- لازم عرضه على أخصائي نفساني Psychomotricien ولا طبيب نفساني أطفال باش يشخص الحالة.
- فمة تمارين لزيادة التركيز، وفمة نظام غذائي ينقص من السكريات اللي تزيد في 'الهايبر'.
- المعلمة لازم تكون في الحلقة، تعطيها بلاصة القدام وتعطيها مهام تحركها في القسم (مثلاً تمسح السبورة) باش تفرغ طاقتها. ربي يعينكم.",emotional_support
تنجم تقلي كيفاش نظمتو حفلة مفاجئة لصاحبكم اللي نجح في الدكتوراة؟,بدينا التخطيط قبل بجمعة، عملنا مجموعة سرية على 'الواتساب' وقسمنا لي تاش بين شراء الكادو وتحضير الماكلة وتزيين البلاصة. نهارتها، أقنعناه اللي إحنا مشغولين وما نجموش نقابلوه، وهو مسكين مشى للقهوة وحدو حزين شوية. كي دخل للدار اللي تلمينا فيها، شعلنا الضوء وعيطنا 'مبروك' في فرد صوت، الدمعة غلبتو من كثرة المفاجأة والفرحة. سهرنا للصباح نحكيو على ذكريات القراية والتعب، وعرفنا اللي النجاح ما عندو حتى طعم إذا ما لقتش شكون يفرحلك بقلب صافي.,storytelling
علاش دخول تونس في مشروع بان Pan-STARRS العالمي مهم؟,"مشروع 'بان ستارز' هو برنامج عالمي يصور في السماء ويتبع في الكويكبات اللي تنجم تقرب للأرض. 
دخول تونس فيه يعني:
• باحثين وطلبة توانسة باش يوليوا يحللوا في تصاور من تلسكوبات عالمية.
• تونس تولي عندها كلمة في مراقبة الأخطار اللي جاية من الفضاء.
• يقوي مكانة تونس في البحث العلمي العالمي ويخلينا في قلب الحدث.",cultural_knowledge
شنوة هي النواصر وكيفاش تتحضر؟,النواصر هي نوع من العجين مربع الشكل، تتفور فوق المرقة كيما الكسكسي، وبعد 'تتجمر' في الفور مع المرق واللحم والدجاج والبطاطا والفلفل المقلي.,cultural_knowledge
كان عندي هرمون الحليب طالع وخذيت دواء وما حبلتش، وتوا رجع صدري يوجع والدم بني، علاش؟,الوجيعة والدم البني علامة اللي الهرمون ينجم يكون رجع طلع. لازم تعاودي تحليل وتثبتي مع الطبيب، خاطر هو اللي ينجم يعطل الحبالة.,advice_guidance
نحب نعمل ماستار في الـ ماركتينق ديجيتال، شنوة لـ أوتيات اللي لازم نعرفهم؟,لازم تعرف الـ (SEO)، SEM، الـ (Social Media Ads)، وأوتيات الـ اناليتيكس كيما (Google Analytics).,student_life
كيفاش نصنع بخاخ إكليل Rosmarinus للشعر؟,أغلي الماء وصب فيه عروق إكليل الجبل، خليه يبرد وبعد صفيه وحطه في بخاخ. رشه على شعرك كل يوم؛ هو باهي برشة لتطويل الشعر ومنع التساقط.,advice_guidance
شنوة حكم الفوتوغرافية في الدار؟,التصاور الفوتوغرافية للذكرى ما فيها حتى بأس، المهم ما تكونش تصاور فيها حاجة تخدش الحياء ولا تعظم في الشخص بطريقة غير شرعية.,cultural_knowledge
فمة حرابش تقوي المني وتكثر منه وتكون مضادة للأكسدة؟,الحكاية مووش مجرد حرابش. لازمك تبعد على الدخان، تعمل الرياضة، وتاكل المكسرات، العسل، والثوم. هذوما يحسنوا جودة المني بطريقة طبيعية.,advice_guidance
شنومة الدوائر البلدية اللي تابعة لمدينة سوسة؟,"مدينة سوسة فيها 5 دوائر بلدية:
• سوسة المدينة.
• سوسة خزامة.
• سوسة سيدي عبد الحميد.
• سوسة الرياض.
• سوسة جوهرة.",cultural_knowledge
خشمي ديما مسكر خاصة في الليل، وما عادش نشم الريحة مليح، وديما نحس في ثقل فوق عينيا؟,هذي علامات 'التهاب الجيوب الأنفية المزمن' (Sinusite chronique) ولا وجود 'لحمات' في الخشم (Polypes). لازمك تعمل 'راديو' (Scanner) باش نثبتوا. استعمل بخاخة 'ماء البحر' ديما باش تنظف المسالك، وفما بخاخات فيها 'كورتيكويد' تسرح الخشم وتنقص الالتهاب، يكتبهم الطبيب بعد الفحص.,advice_guidance
يا دكتور، ساعات عيني ترف وحدها عندها أيام، نحسها ترعش وتتحرك فجأة، هل هو عرق باش يتقطع؟,لا ما تخافش، 'رفان العين' الاكثرية ما عنده حتى علاقة بمرض خطير. هو علامة اللي بدنك 'تعبان' ولا عندك نقص في Magnésium. نقص من القهوة، ارقد مليح، وحاول ترتاح من الستريس. إذا طولت برشا ولا شملت عضلات أخرى في وجهك، وقتها شوف طبيب أعصاب.,advice_guidance
شنوّة معناها زمرة الدم وعلاش فمّا شكون يعطي للناس الكل؟,زمرة الدم تتحدد بنوع البروتينات (Antigènes) اللي فوق كريات الدم الحمراء. فمّا $A$ و $B$ و $AB$ و $O$. اللي عندو زمرة **O سلبـي ($O^-$)** يتسمى 'المعطي العالمي' خاطر دمو ما فيهش بروتينات تخلّي بدن الشخص لاخر يرفضو، فينجم يسلك أي حد في حالة استعجالية. أما $AB^+$ يتسمى 'البخيل' خاطر ياخذ من عند الناس الكل وما يعطي لحد كان اللي كيفو.,general_knowledge
علاش التوانسة يبخروا بالـ فاسخ والمنسوخ؟,هذا نوع من البخور 'القوي' يستعملوه كي يحسوا اللي فما 'تعطيل' ولا 'نحس' في الدار. الاعتقاد يقول اللي الرائحة متاعه والقوة متاعه 'تفسخ' السحر و'تنسخ' الأثر السيئ. بالرغم اللي هي ممارسة شعبية، أما تعطي راحة نفسية للعائلة وتحسسهم اللي الدار تنظفت من كل 'طاقة' برانية خايبة.,cultural_knowledge
يا سيدي بن سيدي، شنوة حكاية الرجل الذي باع ظهره بالضبط؟ نسيت شنية القصة.,يا معلم، 'الرجل الذي باع ظهره' فيلم تونسي للمخرجة كوثر بن هنية. يحكي على سام علي (يحيى مهايني)، لاجئ سوري يوافق على أنه يُوشَم ظهره كعمل فني للفنان البلجيكي جيفري كورتنيدر مقابل الحصول على وثيقة سفر أوروبية. بدنه يولي جواز سفره — حكاية تتقاطع فيه الفن والحرية والكرامة.,cultural_knowledge
ياخي المرمى باهي لعرق النسا؟,في الحالات القوية المرمى تزيد تشعل الوجيعة. لازم دواء 'مضاد للالتهاب' وراحة، وبعد ما تبرد الوجيعة، المساج الطبي يولي باهي.,advice_guidance
الدورة الشهرية ولات تجيني بوجيعة لا تطاق تخليني نغيب على القراية ونقعد في الفرش، هل هذا عادي؟,الوجيعة اللي تعطل الحياة العادية موش 'عادية'. تنجم تكون علامة على 'بطانة الرحم المهاجرة'. لازم تعمل 'إيكو' عند طبيبة نساء باش تثبت في الرحم والمبيضات. فما حلول بالهرمونات ولا أدوية معينة تنقص الوجيعة وتخليك تعيش حياتك عادي من غير ما تتعذب كل شهر.,advice_guidance
عندي قشرة في حواجبي، شنوة السبب؟,هذي تتسمى 'إكزيما دهنية'. الجلدة في البلاصة هذيك تسيب زيت برشة وتعمل قشرة. استعمل شامبو طبي حتى على حواجبك وتو تمشي.,advice_guidance
يا دكتور، عندي بقع Taches blanches ظهرت لي في رقبتي وظهري بعد ما مشيت للبحر، هل هو برص؟,لا ما تخافش، الأغلب أنها 'تنيّة' (Pityriasis versicolor) وهي فطريات تعيش على الجلدة وتظهر كي تعرق برشا ولا تمشي للبحر. هي موش برص وموش معدية. استعمل 'شامبو' مضاد للفطريات (Ketoconazole) ادهن بيه البلايص وخليه 10 دقايق ومن بعد اشطف، وتو يرجع لون جلدتك يتوحد كي تمشي السخانة.,advice_guidance
نحب نبعث قضية لفرنسا، شنوة أحسن طريقة؟,"عندك زوز حلول حسب الميزانية والوقت:
1. **البريد السريع:** مضمون، يوصل في 3-5 أيام، وأرخص من الشركات الخاصة.
2. **شركات الشحن:** أسرع ببرشا اما أغلى في السوم.
3. لازمك تصرح بمحتوى القضية وتعمر ورقة الديوانة في البوسطة.",task_oriented
أما هي أحسن الجامعات في تونس للي يحب يقرى علم فلك وفيزياء؟,"حسب تصنيف 2024، أحسن الجامعات هي:
1. جامعة صفاقس (الأولى في تونس والـ 12 في إفريقيا).
2. جامعة تونس.
3. جامعة تونس المنار.
4. جامعة المنستير.
5. جامعة قرطاج.
صفاقس وتونس العاصمة هما أهم البلايص اللي فيها الاختصاص هذا.",cultural_knowledge
عندي فلق في شفايفي ديما ومهبلني، شنوة الحل؟,الفلق يجي من الشياح (نقص شرب الماء) ولا كِي تبدأ تلحس في شفايفك بلسانك (اللعاب يزيد يشيحها). استعمل زبدة الكاكاو واشرب الماء، وتفقد لا يكون عندك نقص في فيتامين B.,advice_guidance
تنجم تقلي شنوة هو باب سويقة وريحة زمان؟,باب سويقة هو ساحة شعبية وعريقة في تونس العاصمة. مرتبط بزاوية 'سيدي محرز' وبالفن الشعبي والمزود وجو رمضان المزيان. غادي تلقى القهاوي العالية، وصناعة الحلويات التقليدية، والناس البسيطة اللي تحب الحياة. باب سويقة هو روح تونس 'الشعبية' اللي ديما تضحك وتغني بالرغم من كل شيء.,cultural_knowledge
حاجة غريبة برشة، إذا كان تنطق اسمها بالصحيح يولي الاسم هذاكة غالط وماهوش موجود، وإذا كان تقول إنو غالط تولي نطقت اسمها الصحيح. شنوة تطلع الحاجة هذي اللي اسمها محير الناس الكل؟,كلمة 'غالط',general_knowledge
ياخي المرقة في الليل تعمل الحريقة؟,المرقة التونسية (بالطماطم والزيت والفلفل) ثقيلة برشة في الهضم. كِي ترقد وراها ديريكت، الصمام متاع المعدة يترخى والأسيد يخرج للمريء، وهذا اللي يشعل النار في صدرك.,advice_guidance
تنجم تقلي كيفاش نتصرف مع شخص ديما يسبقني في الكلام وما يخلينيش نكمل فكرتي؟,كمل جملتك بهدوء وإذا قاطعك قول له استنى نكمل كلامي وبعد نعطيك الفرصة باش ترد. المطالبة بحقك في الكلام بكل تربية تخلي الطرف لاخر يحترم دورك.,advice_guidance
علاش التوانسة يعلقوا خمسة وحوتة في ديارهم؟,هذي عادة قديمة برشا متوارثة من الأجداد (الفينيقيين والبربر). 'الخمسة' ترمز ليد الحماية، و'الحوتة' ترمز للخصوبة والخير والرزق اللي ما يوفاش. التونسي يعلقهم كنوع من 'الفأل الحسن' باش يطرد العين ويجلب البركة لدارو ولعيلتو، وتلقاهم منقوشين في الذهب، الفضة، وحتى على بيبان الديار العربي.,cultural_knowledge
عندي وجيعة وفتحة بجنب المخرج، شنوة هذي؟,تنجم تكون 'ناصور' (Fistule) ولا خراج (Abcès). لازم جراح يشوفها فيسع خاطر كان تعفنت تعمل وجيعة كبيرة وحمى. ما تسكتش عليها.,advice_guidance
فما ماكلات في بلدان أخرى تشبه الهريسة؟,الهريسة تشبه شطة مغربية ولا صلصة السمبل الإندونيسية أما بطابع تونسي مميز.,cultural_knowledge
أنا حبلة بتوأم في الأسبوع الثامن. ياخي الرعشة النشوة من غير إيلاج تضر الصغار؟,في حالة الحمل بتوأم، الرحم يكون تحت ضغط أكبر من العادي. الرعشة الجنسية تعمل انقباضات في الرحم، وفي الأسابيع الأولى (أول 3 شهور) وبوجود توأم، المستحسن الواحد يبعد على أي حاجة تعمل 'كونتراكسيون' (انقباض) باش نحافظوا على استقرار الحمل ونبعدوا على خطر النزيف.,advice_guidance
الـ كويز في وسط الـ سيمستر يحسن الـ موين؟,أي، يعاونك تضمن نوتات الـ 'تي-دي'. ما تستخفش بيهم، ساعات الـ '0.5' هو اللي يخليك تنجح بـ 'منسيون'.,student_life
الـ لوحة المفاتيح متاع البيسي يكتب في حروف غالطة، شنوة الحل؟,"المشكلة غالبا في لغة الكلافية (Language):
1. نزل على 'Alt + Shift' باش تبدل بين العربية، الفرنسية، والإنجليزية.
2. ثبت فماش لغة 'AZERTY' ولا 'QWERTY' محطوطة بالغالط في الـ 'Barre de langue'.
3. ثبت فماش قفلة 'وحلت' (بسبب وسخ ولا سكر صابب عليها).
4. جرب 'لوحة المفاتيح Visuel' (On-screen keyboard) باش تعرف المشكلة سوفت ولا هارد.",task_oriented
قالي الطبيب عندك بواسير داخلية من الدرجة الثالثة وفمة دم، لازم عملية؟,البواسير من الدرجة الثالثة والدم اللي يهبط ديما يستحقوا Coloscopie باش نتأكدوا اللي الدم جاي من البواسير بركة مووش من حاجة أخرى، وبعدها العملية تولي لازمة.,advice_guidance
