Reference,Prediction
كان معنتها العباد عندهم فال فان كاتر اور يعيشوا فيهم اثناش ساعة نقولوا في الاثناش ساعة هاذوكم عندهم دي مومون دي سيلونس انا كي نسكت,عندما يعيش العباد في الـ 24 ساعة في اليوم الـ 12 ساعة نقول في الـ 12 ساعة يظهر لكم عندهم محاولات السلاسة نحن نسكت
دايور برشا مرات نخرجوا مع بعضنا معنتها امبوسيب تراني في بلاصة قاعدة في طاولة معنتها انا شفتهم لي دينير ان تيت ا تيت,وهناك الكثير من الأحيان التي نخرج مع بعضنا لا يمكننا أن نجلس في مكان ونجلس في طاولة عندما رأيتهم في الدناير
وراهو انا ديس ويت ان متاعي هيا كاتر فان ديس نوف,وضعوا إنى ديزويتان تيري هيا كاترون ديزنوف
تلمون قريت فرويد و فهمت انا نعرف الطبيب هذاكة شنوا باش نحكيلو و شنوا الدواء لي باش يعطيهولي دونك انا كان نحب,لقد قرأت الفرائض وفهمت أنني أعرف ما الذي أريد أن أقوله وما الذي أريد أن أعطيه
لا فاز ديبريسيون متاعك و جاي او لا شانس زادة دي رانكونتر عباد الي يكتبو الي معنتها افوار لا شانس ديتر في بلاصة الي,حدثت محاولة للتواصل مع الناس الذين يكتبون والذين يمتلكون محاولة للتواصل في المنطقة
تتعمل بسيكاناليز دون مانيير تري هيمين و برشا كرياتيفيتي دونك تعدات سي بزوان ايميديا دي بروندر دي كاشي باش نرقد دي بروند دي كاشي شيء باش نضحك دي بروند دي كاشي باش نمشي,تتعامل بسيكاناليز دين منيار تريز يومين وباشا كرياتيفيتي دونك تعديت لسه بزوان ايميديا دي براندر دي كاشي بشنرق دي براندر دي كاشي بشنفحق دي براندر دي كاشي بشنمشي
تنحى بال كرياتيفيتي دونك مال فاز مال فاز دوايات و طبة و كل شيء تعديت ل فاز,تنحى بالكرياتيفيته
ليباراكتيفيتي متاعي دوبليكير بال بال هايبركرياتيفيتي معنتها اي حد يقلي اي جملة جي سوي كابابل باش نحاولها الى كونساي,فإن الهيبركياتيات ديوبليكية بالهيبركياتياتيات فأي شخص يقول لي أي جملة أستطيع أن أحولها إلى كونسيك
و و فو كي ليباراكتيفيتي تخليني ما نجمش نقعد فرد بلاصة دونك نتعرف على برشا عباد,ويجب أن نتعرف على بر شعبي
شعرها اصفر بومب و حميرها ديما هابطة هكاي شوية على فمها وتبدا تدور تحكي مع العباد الكل الي هيا في لي سوسيتي لخرين في مصر اسمها الفتاح,شعارها قصر بومبي ومحميرها دائماً مهبطة كشوية على فمها وتبدأ الدور تحكم على عبيد الكل اللي هي في السوسيتي الأخرين في مصر اسمها الفتاحة
و جاي كونو جاي رانكونتر برشا عباد,لقد رأيت بل شعبت
اي سا ا اي جاي في يون كاريير,وقمت بعمل قرية
دايور سي في متاعي حاجة تخوف,ديار سيفين تيعي حاجة تخاوف
علاقة في مشكلة يعمل يعملك ايقاف تحفظي الي هو فان كاتر اور رينوفلاب دونك كارونت اور,علاقة في مشكلة يعمل إيقاف تحافظي اللي هو 24 ساعة رنوبلابل 48 ساعة
مش بالحق الي عشت دايور كتبت ان سيناريو دون فيلم عليها الحكاية,مش بالحق اللي عشت كتبت سيناريو دا فيلم عليها الحكاء
هذاكة لكلو ساهل كي انت تقررو خاطر ديما تقعد فال ديسيجون ديما انت تقعد صاحب القرار,هذيك الكلوسيل كي أنت تقرر خاطر ديما تقعد في الدسيزيون ديما أنت تقعد صاحب القرار
كونفاليسونس معناها عملت كونفاليسونس هيلثي لي ما عملتش عملت مش كونفاليسونس ان في,كونفاليسانس معناها عمالة كونفاليسانس هيلثي مش كيما اي مش كونفاليسانس انفيت
ان دو تروا ناكل نشرب نترانا نهز ولادي للمكتب نروح مخي سكرتوا سكرت,123 نكل نشرب نترين نزل دين مكتب نروح مخي ساكرتو
دونك دخلت في دي بروجي جي سافي بيرتينامون لي هوما باش ما هم ش باش يخلطوا اما نعملهم كان ميم يعبيلي شوي من الوقت,لقد كنت أتحدث عن المشروعات التي أعرفها بشكل مناسب ولكنني أعتقد أنه يمكنني أن أتحدث عنها
عندو يون كاباسيتي ا ديجير انا مثلا يموتلي حد في ثلاثة شهور,عنده انكابسيتي اديجري انا مثلا يموت لحد في 3 اشهور
متاع لا ما ما تكسرنيش دبوزة هاذي ما نحبش نكسرها دايور ماذابيا كان كل واحد يعيش على نفسو و انت كيما كنت تحكي من اللول ريم فمة ديما فمة حاجة تشد فيها صحيح,لا نريد أن نكسرها لأن كل شخص يعيش على نفسه كما قلت منذ البداية، يوجد دائما شيء يجب أن تفهمه
في في روحك الي هوما اكثر حاجتين ظاهرلي يخليوا العبد اتاشي للحياة و يخليها تكون جويز الحياة هاذيكا خاطر هو موجود باش يكون سعيد الانسان هذاكة و باش يخرج روحو مال,في روحك اللي هما أكثر حاشين ظهر ليخليوا العبد أتشال الحياة ويخليها تكون جوايز الحياة هذيك خاطر هو موجود بش يكون سعيد الإنسان هذيك وش يخرج روحه من
وليت قبل كنت ندخل دان ان ايتا هيستيريك دي كولير الي جي بيرد لا فوا لين ناكل روحي ماكلة لي الي جي كومبونس لا كولير هاذيكا في حاجات غالطين و لا خايبين,واللي تقبل كونت نترل دان زان إيطا إستيريك دا كولير، اللي جو بير لا ووا، اللي ننكجو حميك، اللي جو كنبانس لا كولير، اللي ديكا في حاجة دا غالتين ولا خايبين،
بيان سور انا متاكدة ريم الداخل تعرف الي انت مش باش تمشي فيه,بالطبع أنت متأكدة ريمة للداخل تعرف اللي أنت مش تمشي فيه
الي هيا نورمالمون ديقناستيك فيزيك يخليني برشا حاجات ما نجمش نعملهم,اللي هي دياغنوستيك فيزيكي خليني باش حاجة نجع مش نعمله
نبدى من الصباح زعم انجم اما ما هي ش بوزيتيف و و اكتيفاسيون لا فمة حاجات,نبدأ نصبح زعمة نجم ما ميهيش بوزيتيف و أكتفاسيون عليه فما حاجة
انا ريم عطشوشي بو اتر جي ميريط كي حد اخر يدللني حتى انا شكون بابا امي اختي صديقي,أنا ريمة عطوشي ، ربما أستحق أن أحدهم يدللني حتى لو كنت بابا ، أمي ، أختي ، صديقي
الذبان كان ما تعملش تهبط شعر و ما تحطش موستيكير يل فا رانتر للدار الذبان مش حاجة باهية في حياتكم الناموس,إذا لم تقم بعمل أي شيء ولم تقم بوضع مستيكر سوف يدخل إلى هذا المكان وليس لديه أي شيء في حياته
عندو دوتغ باثولوجي خلاوه,عنده دوتر باتولوجية خاليوة
معنتها انا ال ميكانيزم دي ديفونس متاعي خاطرني بنت خديجة و خديجة نسكنوا فال لا قار و تخرج في رمضان وقت شقان الفطر تلوج الي فاتهم التران الكل و الي واقفين تدخلهم يشقوا فطرهم في دارنا,معناتها أنا الميكانيزم دو دفنس نتاعي خاطرني بنت خديجة وخديجة نسكنو في لنگار وتخرج في رمضان وقت شاقان الفتر تلوج اللي فاتهم التران الكل واللي وقفين دخانهم شقو فتارهم في دارنا
خاطر انا وقتها ما كنتش حاسة روحي غالطة جملة معناها جيتاي كوركت خدمت على روحي درا شنوا و انا في مخي الي اون ا ابيوز دي موا,لأنني في ذلك الوقت لم أشعر بأنني سأذهب للتجملة لأنني كنت صحيحة وعملت على روحي وأنا في مخي الذي أكتشفه مني
فيها واحد يتعدى كل مرة تاخذ حاجة منو ويعاود يل سي ريسورس فيه حاجة هاو هاو نوارة هاو دايور لي بتي برانس اكثر كتاب يخليك,فيها وحدة عادة وكل مرة تتخذ حاجة منه ويعود يصغر صوخ فيه حاجة هاو نوارة هاو ديور لبوتي برانس أكثر كتابة خليكت
تري تري سبيسيال معنتها من شيرة ساعات تحسني ايماني قوي عاللخر خاطر من,جداً جداً مميزاً منذ ساعتين أشعر بأن إيماني قوي على الأخر
و كل واحد عندو يون ابتيتيود مثلا انا جي سوي سور معنتها سارة اختي,وكل واحد عنده إنابتيتود مثلا أنا جو سوي سور مثلا سارة أختي
الي يوجعك عاللخر كون الناس تحسبلك اما انت ما تحسب لحد يوجعك عالاخر الي انت تقعد في بلاصة جي ديس نامبورت كوا كمنديت مقرونة ال فروت دي مير,اللي يوجعك على الأخر كونه الناس تحسب لك ما أنت ما تحسب لحد يوجعك على الأخر اللي أنت تقعد في بلاصة جو دينا بوختكوك ما نديت ما قرونا بالفرويد مانت
ترمي حاجة هكة و كهو بارس كي يون موف كي نيست با سانس تحكم على و هيا ما تعرفش بسيكولوجي متاعي انا وقتها حكمة على,لأن فتاة لا تستطيع أن تحكم عليها لأنها تتعرش بسيكولوجيا وقتها حكمت عليها
و الله معنتها بيانتو كارونت دو ان,والله سيكون قريباً 42 عاماً
دايور حب روحك حتى كان ما حبوكش,يحب روحك حتى لا يحبك
مشيت لبوه لقيتو يشطح مع طفلة اخرى بيان سور طفلة اخرى دان لي تون,بشيط البوم قيت ويشتح مع طفلة أخرى بانصر طفلة أخرى دون لطا
و اون ا بارتاج حاجات الي جي سوي سور الي برشا ناس باش فون سيدونتيفيي في كلام,لقد شاركنا الحاجات، وأنا متأكدة أنهم سيتعرفون على برشانيس
ما هم ش ايفيدون جملة في بلاد كيما تونس ما هم ش ايفيدون جملة خاطر,في البلاد مثل تونس ليس لديهم جملة مباشرة
ديما خاطر مثلا فال راب فمة ديما مشاكل متاع لي جينيراسيون شكون ال اولد سكول و نيو سكول,مثلاً في الرعب يوجد دائماً مشاكل للجنرايات الأولى والأخيرة
نشوفوا ال كونتيتي متاع ال,نشوفو الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ الـ
ايس كي عبد عندو الحق يتواجد معاك و الا ما يتواجدش,هل عبد عنده الحق يتواجد معك أم لا؟
سينون لا لا لي رياكسيون معنتها بالعكس فمة عباد يجيوا و يرجعوا فمة,إذاً لماذا ترى الرياكس بالعكس عندما يأتي ويرجع
دونك كيفاش انت كا جون ارتيست تحب تخدم و تحب تقدم و تحب تطور,كيف أنت كجن أخت تحب تقدم وتقدم وتطور
باش تكون في ريلاسيونشيب فهمت مش مثلا يور ترايينق تو فورقيت اباوت يور اكس بعد لاخر بليز دو نوت دو ذيس يور هرت,لكي تكون في رلايشنشيب فهمت؟ مش مثلا ااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااا
لي اكسبيريونس متاعها سو ذاتس يت في اللخر نحب نقول بي يورسيلفز بي ا قود بيرسون,في النهاية نريد أن نقول كونوا نفسكم كونوا شخصا جيدا
تو هاف لايك ديفيرانت فيوز و كل مش لازم كوبي كونفورم مي نتصور الي ما لازمكم ش زادة تبداو بعاد برشا على بعضكم اكاللي,لكي تكون لديك مشكلات مختلفة لا يجب عليك أن تقوم بكتابتك بطريقة مختلفة ولكن يجب عليكم أن تبدأوا بعض برشا على بعضكم
كان نو بليز ساي يت اوت لاود و خلي كل واحد معناها يشوف حياتو و هاذيكا هيا معناها دو نوت فورس انيثينق مش على خاطر ما تحب,او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول بصوتك او لا ارجوك ان تقول
معناها قطوسة و نبتات و واحد و يت مايد ماي داي سو هاذايكا هيا يو قايز هاذيكا هيا الدنيا هاديكا هيا العيشة,قطوصة ونبتات ووحدة لقد صنعت يومي هذه هي يا رفاق هذه هي الدنيا هذه هي العيشة
انتو كونسيديراسيون عرفت اكاللي كان عبد,انتو كونسيدرويشن عارفتو كالي كنا عابتو
ما تاخذوهوش جملة انتو كونسيديراسيون كان سبوكم,لا تأخذوا الجملة into consideration كن سابقا
ال ماث انجم نطلعوا من بعد قلت لا نركز مع ال فيزيك وحلت مع ال فيزيك و بالحق هاذيا كانت غلطت عمري معناها مش غلطت عمري مي غلطت ال باك,ما تناجم نطلعوا بعض قلت ليه نركز مع الفيزيك وحلت مع الفيزيك وبالحق هذي كانت غلطة عمري ماشي مش غلطة عمري ماشي غلطة البعض
شنوا آخر نمشي للمكتبة مثلا باش تكون انفيرونمون اكاللي الناس الكل تقرا فيه و كل,كيف نذهب إلى المكتب مثلاً لكي تكون المنطقة جميلة جداً
الحاجة لي باش تبدلك حياتك كومبليتمون تنجم تكون العباد الي ال باك يبدللهم,الحاجة اللي باش تبدلك حية كاملت ما بنجم تكون من العبالة اللي الباقي بدلوها
نولي طبيب ولا نولي افوكا لازمني نقرا من بعد ال فاك اما انا معناها فال فاك اما انا كان نحب نولي معناها نعمل في,نولي طبيب ولا نولي أبوكا لازم نقرأ بعض الفاك معناه في الفاك عمينا كنحب نولي معناها نعمل فيه
سو سامبل معناها تاكل بالمنظم تمشي تترانا بالقدا,إنها بسيطة جداً، تأتيك بالمنظم، تنشي تترينه بالقضية
تحط العصا في العجلة سو خذيت ال ديسيجون اني نخرج و نعطي ال ديميسيون متاعي الحقيقة,وكذلك العصا في العجلة لذلك أخذت التسجيل أني نخرج ونعطي دمشق تاريخي ولحقيقة
لا تحب بيت بزوز فروشات لاستخدام شخص بركا عندنا واحدة حاضرة,لا تحب بيت بزوز فروشات لاستخدام شخص برك عنا واحدة حاضر
نحب نقص على رحلة نورث ويست للطيران نومرو صفر ستة و ثمانين لنهار خمسة,نحب أن نقص على رحلة نورثويست لطيران نمرو 086 لنهار 05
و فمة برشا منهم في المنتدى للاسف لا داعي لذكر الاسامي هاؤلاء,وفما برشا منهم في المنتدى للأسف لا داعي لذكر الأسامي هولاء
بستها من جبينها و مشيت حطيت السلعة الكل في القاراج بحذا عجاج و خرجت مع,بستها من جبينها ومشيت حطيت السلع الكل في الجاراج بحضع جيج وخرجت معا
لكن العون كيف يولي عندو وسيلة ردع وقتها يولي ما عاد ش عندو مشاكل مع المواطن,لكن العون كيف يولي عنده وسيلة ردع وقت هيولي معدش عنده مشاكل مع المواطن
باش نقابل مشاكل مع الديوانة,لكي نقابل المشاكل مع الديوان
البيت هاذي ياسر صغيرة,هذه البيت هي سر صغيرة
المخ كاسحين و تافهين و فروخ نحبوا ماتشووات الكورة و القهوة و الكارتة و,في المخ كاسهين وتافهين وفروخ رهبو متوات الكرة والقهوة والكارتة
ضاهرلي فيك ما كليت كان الكعك,ظهر لي فيك مكلتك نلقاك
ما تفهمش حتى جملة من الانقليزية,ما تفهمش حتى جملة من الإنجليزية
تنجم تفهمني كيفاش نعمل,نجم تفهمني كخش نعمة
اعطيني الضو كيف تحضر,أعطيني الضوء كيف تحضر
ملا امشي طول و دور على الليمين مع الشارع الثالث توا تلقاه على يمينك,ما لا أمشي طول ودور على اليمين مع الشارع الثالث تتلقاه على يمينك
مخذيتش تعمر المعلومات في الطيارة,مخذيتش تعمر معلومات فى الطائرة
قد ما يعملو مايجي شيء قدام الخنار متاع بنات الخارج,قد ما يعملوا ما يجي شي قدام خنار متاع ابنة الخارج
خويا قداه توا سوم الذهب و زعما كيفاش نعرف الي انا توا ما تغشيتش,خويا قد اتا وسوم اذهب وزاما كفاش نعرف اللي انا اتا ومتغشيتش
لازمني ناخذ الطيارة هاذي للوس انجلس بكري غدوة الصباح,لازمني ناخذ الطيارة هذه لوس أنجلس بكري غدو أسبوع
بره كان تحب اخرج وحدك انا ما ني ش مهبولة نخرج في نصافات الليالي,برا كانت حابة أخرج وحدك أنا منيش مهبول أن أخرج في نصاف الليالي
تونس بلد للامانه ذو بنيه تحتيه جيده جدا وهو حسب ما,تونس بلد للأمانة ذو بنية تحتية جيدة جدا وهو حسب ما
نجمشي ناخو خمسة بلايص بحذا بعضهم,النجمش يناقوا خمسة بنانس واحدة بعضهم
شراب واحد آخر من فضلك,اشتركوا في القناة
في اما وقت لازمني نكون في المطار,في اما وقت لازم نكون في المطار
صحيح كلامك ما هي ش احزاب اسلامية هناك اما الي احبت نقولوا الي احنا,صحيح كلامك مهاش حزاب اسلامية هناك اما اللي حبيت نقوله اللي احنا
حبيت الشراب هاذا متاع الاستقبال بعد الركوب نشربوه على صحتك,أحببت شرب هذا متعل استقبال بعد الركوب نشربه على صحتك
البارح و انا نتفرج في قناة الجزيرة البرنامج متاع زياد كريشان,البارح وانا نتفرج في قناة الجزيرة البرنامج بتاع زياد كريشان
هاو كيفاش صنعناه البرنامج و كعبرناها لنقمة تي في برنامج يمين يسار متاع,كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف سنعني هذا البرنامج؟ كيف
حاسس روجو زادم على حكاية حزنها مستنيها في الدورة اما فمة تيار,الحاسس روشو زاد مع الحكاية حزنها واستنيها وفي الدورة عمى فمها طيار
تقلي بقداش التالفون هاذا,قولي بقديش تليفون هذا
في مهب الايام تبسيمة المراه واقفة على كياس تبيع في خبزاتها الانجازات العظيمة هيا القوة,في مهب الأيام تبسيمة لامرأة واقفة على كياس تبيع في خبزاتها الإنجازات العظيمة هي القوة
رقم الجهة هو صفر ثلاثة النومرو هو واحد و ثلاثين ثلاثة و عشرين خمسة و اربعين سبعة و ستين,رقم الجهة هو 03 النمر هو 31234567
و هاذا اسمي الحقيقي تحياتي لكل من دخل قبلي وبعدي,وهذا اسمي الحقيقي تحياتي لكل من دخل قبلي وبعدي
وما عاد ش نعرف آش نعمل بالحق كنت مريضة بايتة في سبيتار كبير ومعبي بالمرضى الي,وما عدش نعرف شو نعمل بالحق كنت مريضة بيتا في سبيتار كبير ومعبي بالمرضى اللي
ما ني ش موافق,مني شمو أفرق
بالله صلحلي هاذي,بالله يصلح لي هذا
وين الاحياء,وين لحياة؟
سامحني اما نحب نسلم بيان السرقة,سامحني اما نحب نسلم بيان السرقة
سامحني ما نجمتش نتبعك تنجم تتكلم اكثر بالشوية يعيشك,سامحني ما نجمتش نتبعك نجمت تتكلمك قرب شوية يعيشك
العائدات متاعنا القديمة متاعنا القديمة ما جا ش خلي باش يجي الجديد خلينا احنا توا الكل لكل,العائدات متاعنا الأقديمة متاعنا الأقديمة مجيش خلي باش يجيل جديد خلينا احنا تول كل الكل
العرس و تكملو في عقلك مش كل شيء لازم قبل العرس,العرس وتكمله في عقلك مش كل شي لازم قبل العرس
قالتلك تحب تتفكر مطعم الطفولة كي كانوا يهبطوا حومة كاملة,فتلك تحب تتفكر مطعم الطفولة كي كانوا يهبطوا حما كامل
ويعلم ربي آش زرت وتلة وقصورات وقداش كليت لونقوست وكافيار وشربت اغلى,ويعلم ربي أزرت وتلو قصورات وقداش كليت درانغوست وكافيار وشربت أغلى
حط الفلوس في جواب مزين,حط الفلوس في جواب مزيد
نحبوا على الاول نزوروا وول ستريت,نحبه على الأول نزوره والستريت
الثلج رجع الثنية تتزحلق,الجرجع في مية الزحلق
احكيلي وينك استنى ساعة تحب قهوة اي اعملي قهوة بلاش سكر تستحفض على ال متاعك,احكيلي وينك استنى الساعة تحب قهوة هيعمل لي قهوة بليش سكر تستحفظ على المتاع
يمكن هاذا الي خلاني عمري لا نقول لدارنا على ميولاتي ما حبيتش,يمكن هذا اللي خليني عمري لنقول لدارنا على ميولاتي محبيتش
شنوا يفرق منتوجك على المنافس,شنو يفرق منتوجك على المنافس
و لشكون تشبه و كيفاش ديكور دارها و زعم شكونو الي حبتو اول مرة,ولو شكون تشبهوا كفاش ديكور دارها ولو عم شكونوا اللي حبتوا أول مرة
الشراب مش جديد تنجم تجدده,شراب بوشش ديوت نجم جده
القطعة المكتوبة بالخط المايل تعكس التغييرات الي صارت في سنين الالف و تسعميا و تسعين,القطعة المكتوبة بالخط الميل تعكس التغيرات اللي صارت في سنين 1990
موافقك ولى طبيعي,موافقك ولا طبيعي؟
قريت في خزندار والي انا بنت باردو قلتلها كيفاش عرفت هاذا الكل,قريت في خزندار واللي أنا بنت بارد وقلت لها كيفاش عرفت هذا الكل؟
شنوا قاعد يصير في آخر وقت,جنوة قاعدة سير فيها خراق
بعد ما وعدت روحي انو يستحيل مازلت نهار نمس الباسبور متاعي و نمشي لمطار,بعد ما عدت روحي أنه مستحيل ما زلت نهار المصر الباسبورة متاعين وش نماتها
قداش ناقفوا من مرة باش نبدل,قديش نقفو من مرة باش نبتدى
تعرفوا كيفاش يستعمل التاليفون,طارفو كيفاش يستعمل التليفون؟
عجبتني الخرجة يعيشك,عجبتني الخرجة يعيش
لا في قناة الارتي ولا هكاكة طبيعة فينا نحنا التوانسة نموتو على هزان الطحين,لا في قناة الارتي ولا هكاكا تبيع فينا نحن التوانسا نموت عليها الزين من الطحين
عندك تمطط في العضلات,عندك تمطط في العضلات
سروال آخر,سرور أخر
فيه برشا مطعم,فيه برشا مطعم
اسمي كيميرا نحب نلغي حجزي متاع نهار الجمعة,اسمي كيميرا نحب نلغي حرص ديتانر
هيا الحكاية ما نا خاسرين شيء اما رابحين كرامتنا بالله يزينا من تطييح الخشم في,هي الحكاية ما نخسرت شيء ما ربحين كرمتنا بالليه يزينة ما تطيح لخشم فيه
الله الكاس ترجية تونسية وموش وحدي هكة في صفاقس على فكرة,الله الكاس ترجية تونسية وموش وحدي هكا في سفيقس على فكرة
فمة حاجة الي ما تمشيش في كارطة بيتي تنجم تعطيني واحدة اخرى يعيشك,هناك شيء لا يعمل في كارثة بيتي، هل تستطيع أن تعطيني واحدة أخرى
الكلهم مطبوعين,لكل هم مطبوعين
عندي اصغر منها في المودال هو بيده,عندي يصغر منها في الموديل هو بيده
تصير ها الحكاية هاذي و هل انو مازال عندي قابلية باش نعيش مع مجتمع,تصير هالحكاية هذي وهل أنه ما زل عندي قابلية باش نعيش مع مجتمع؟
هو اسم الثائر الكبير و قد اخترته لانه شخصية مثيرة و يندر و جودها,هو اسم الثقر الكبير وقد اخترته لانه شخصية مثيرة وينظر الى الهدوء
من اول جديد و فهمني الي حياتي ملكي وحدي و توا,كنت من أول وجديد وفهمني اللي حياتي ملكي وحدي
بوهم فرنساوي اما فراس اصغر مولود في تونس خاطر روحنا لتونس نخليكم,بوهم فرنساوي أما في راس أصغر مولود في تونس خاطر روحنا لتونس نخليكم
عندي نفس العمر,عندي نفس العمر
الكلام هاذا باش يعطي حاجة,لكلام هذا بشياطي حجر
باش تستنى درجين,باش تسنى درجين
الصحفيين التونسيين ديما يتعرضولو في تقاريرهم السنوية يعني ما تقولوليش الي ما في بالكمش,الصحافين التونسيين عندما يتعرضون في تقاريرهم السنوية يعني ما تقولوا ليش تدليم
هكذا تردون الينا الجميل ان شاء الله مربوح ونشرفو بلدنا تونس صذة,تردون عيلنا الجميل إن شاء الله مربوحة وتشوف بلادنا تونس
سامحني التواليت ما يخدمش عاوني,سمحني التوالات ما يخدموش عاوني
القهوة هاذي نحس روحي نعيش في كل تركينة من الشارع هاذا فمة لقشة من روحي,القهوة هذه نحس روحي نعيش في كل تركينا من الشارع هذا فم مضلقشة من روحي
لا يمكن ان تتجاوز وجهة نظر في شيء و القرار يبقى بيد الادارة,لا يمكن أن تتجاوز وجهتها نظراً شيء، والقرار يبقى بيد الإدارة
ايه باقاج واحد آخر جاني للبيت متاعي تنجم تثبت يعيشك,إيه بقاش واحد آخر جاني للبيت متاعت نجم تثبت يعيش كان
ملح البانو متاع النباتات يخلي لحمك حنين و مالس,ملح البانو متاع النباتات يخلي لحمك حنين ومالس
اهم زوز دولار حط الباقي عندك,يا همز الدولار بطل بقي عندك
فاسدين راهي الخبزة تباعت بدينار في الازمة المالية لكن يحرز لعباد كيما الغنوشي انقذوا البلاد,فيزدين راهي الخبزة تبعت بدي نعرف الأزمة المالية لكن يحرز العباد كما الغنوش ينقذوا البلاد
عندكشي جولة آخرى,وعندك شي جولة أخرى
تنجموا تسيبولنا الطاولة يعيشكم,نجمو تسيبو نتاولي عيشكو ما
خرج عليا,خرج علي
وباهي فهمت توا نجي بحذاك,وبهي فهمت تنجي بحذك
نحب نبعث هاذا للغسالة وقتاش يحضر,نبعث هذا للغسالة وقتش يحضر
نحب دبوزة صغيرة شراب ابيض,نحب ده بوزة صغيرة شربها بينا
فمة حانوت ورد من الشيرة الاخرى من الشارع,فمحنوت ورد مشيرة الأخرى من الشارع
كي نمشي بحذاه ما يخلي ما يحطلي و انا من هذاكة الكل,كي نمشي بحظاه ما يخلي ما يحطلي وانا من هذاك الكل
دمت لنا فخرا يا تونسنا انا تونسي اتكلم لغة التوانسة العربية و لا اتكلم لغة,دمت لنا فخرية ونسنا انا تونسي اتكلم لغة التوانس العربية ولا اتكلم لغة
هزني للسبيطار,هزيل سبيتار
ايجا نتفاهموا باش نحلوا المسالة,يجا نتفاهمه بش نحلو المسألة
نحب نكري كرهبة بوات اوتو على نهارين,نحب نكري كهباب وتوتو على نهاري
لا تفضل تنجم تخلي اسئلتك للخر كيف نكمل نستدعيكم,لا تفضل نجم تخلي أسئلتك للاخر كيف نكمل نصدعي
فايس بوك الحاجة الايجابية الوحيدة اني قابلت بيه اصحابي في المدرسة و المعهد,فيسبوك الحاجة الإيجابية الوحيدة قابلت بها صحابي في المدرسة والمعرفة
