Reference,Prediction
مي ما ني ش بطالة ما ني ش ا زيرو فلوس عندي انكوم عندي مدخول اظافي,ممن اشبطالة من اشعزغوفلوس أن ادعمدلئن كام عند مدفول إضافي
ما تعرفش عليها نهار الشريكة لي تخدم فيها سكرت كيما هكة كورونا جات سي بون فمة برشا عباد خسرت خدمتها خاطر ما عندها حتى حاجة اخرى,اشها- سَكرَتْ كِمَا هَكّ كُولُونَا جَيد سب فَمَا برشه بذْ خَسْرَتْ خَذمَتْه أَتْرم عَند حَتى حَاجَا أُخْرى
سورتو للناس كي سي سوا عندك دي انقاجمون ولا تصرف على عايلة ولا ما نعرفش شنوا عندك ولا انديبندنت وحدك معناها,سكتول النس اسوار عمدك أد دزنن غجما ولا تصرف على عائلة  ولا من رشن عمدكل انتبندن تحدك نية
دونك هاذم الكل حاجات دي افونتاج معناها موجودين دي وبورتونيتي نجموا نقولوا موجودين قدامك اما انت ماكش تستغل فيهم,دُنكهذملكلا حجِدت - ذزفنتاج عليه موجودٍ لزبخت نيتين جمقول موجود قديمك أم نس مك شط غلفيها
باش نخرج مال هوم وفيس خاطر ما ني ش عبد الي نخدم بحذا فرش,بش نخرج ملهوم أوفسخطر من اشعرب دحن نخذابحذ فرش
و لحقيقة حاجة قبلوها لعباد كنت خايفة معناها مي حاجة حاجة قبلوها,وَالْخِقْ حَدَ قَبْلَهَا لَعْبِيتْ كُنْدْ خَيْصَ مَنْهَمْ حَجَا حَجَ قَبْلُهَا
هكة حاجات دي ديمونستراسيون توتوريال,حك حجية ديدي موسقسشيتو تورييل
و هكة كل مرة تجيني موتيفاسيون ما كال فيدباك قبيلا نحكيوا على ال فيدباك قداش مهمين و قداش يعطيوا هكة دوز محلاها معناها باش تقدم,وكلن جِنمتفيش مكالفيدباكس بلن نحكو على الفدباكس  قد اشمهمين قدش يعطيهاكأدازا محليها معربشة قدم
راهو اونترابرونور مش معناها,لَاْ أَمْتكْرَنِرْ مِشْنَعنِها و
بالعكس معناها فمة دي شالنج برشا و كل لكن انت تتحكم في الصورة و انت,بلعكس وفمدتشالونج برشهو كلك مم أنتِ تحكاً فصورة ونتك
فايند يور ستايل معناها هاذيكا هيا انت و ال ستايل الي تحب عليه انت و ال,اينجير ستايل مانية هذكَة هيةً  مسلستالة لتحبالياً سول
كيما قلتلك عالم آخر معناها اون ديراي زوز عباد دو بيرسون,لم قتق عالم ايفرما عليها أنضيغيم ززعبي  دعبخسن
سوبوز تجي في مخك الي انت باش تحل بيزنيس و لازم كليونات لازمك تدور عالعباد و تعمل بروسبيكسيون و تبعث ميساجات و دي ايميل و تدق حتى عالبيبان باش تقولهم راهو انا عندي كذا و تنجم نخدملك,شبزيد جيف محكرت باشتحل البزنلز مكلون ياة تزمكدورة على عبيرد تعم البروسبكسيون وتبعث مساجيتدزيمايل أدق حتى علبي بينش قلهم له إن عنزي كذيرو نجمن اختملا
انا حمد الله عمري ما دقيت الباب معناها عمري ما مشيت ل كلاينت ولا براند حتى نخدم حتى براند نحب نخدم معاها,أين حمدول عمر مدقت البئ عنها عمرِ ممشتلك الياوالبراند حتى نختحتى ابرعن د حبنا اخدمعاها
من بعد باش يجي ال ايتاب متاع ال كونتنت الي هو لازم يكون اتيران فيه فالور اجوتي الي باش يخلي العبد و الله تعمل في كونتونو سا فا,مَبعضُ شَجرِي الإتاب مِتعلكُونْتْنت لهوَ لزمِ كُون أتغَا في بلو غَجُوطي إلي بشخل عَبنَا ولا يتعنْ فكنْتٌ يسفا
ا ان سيرتان مومون باش يولي يخمم تعمل فورماسيون,ا صخط ومشولي خاف م تعام الفيرمسيون
يخدم في بروجي اخر بو اتر كل واحد شنوا يحب يعمل في الدنيا هاذي,ا يخدن في بروجي آخر البتاتغ قل وحت شنر حدياعش دن هذاء
كيما الكرا لي في الي انت عندك دار ولا لوكال و تكريه و تدخل منو فلوس لي في الي هاذاكه سي باسيف انكوم هذاكة ريفنيو,كِما الكريل  فت ليانس عنم تكدار  ولا لكالوا تكريه والدخلم نفلوس لفتل ذر سيباسة فإن كانم هذكر غفين
و فمة تايب لاخر الي نحب نخدم عليه نحب نوصلو و نحب نفهموا للعباد الي هو فمة ال باسيف انكوم كرياسيون,وفم اتيب ليخر ننحب نخدمع ليه حبن وصلو حبجن فهم اللعبيد لهو فمالفاس ف إنكام كرييشا
راس المال الوحيد لي باش تستعملو هو ال اكسبيريونس متاعك ال كومبيتونس الي عندك المعرفة المعلومات الي عندك,راسل مل الوحيدة لبشسطان هو للكسبيغ ينصديك الكامبيتنصلعندكالمارف المعلو ميثلي عمد
شنوا قريت ما نعرف ش ايكونومي جيستيون كونتابيليتي,اشنواقليت - عرش إكونمي يجسيون قنت بلتين
لانق فرونساي انقلاي اي حاجة هاذيكا ما هي ش كومبيتونس معناها انت قريتها و تنجم تعلمها للعباد تنجم تصنع منها فلوس,لنغ فرنسي أنغلي ألحاج إذكرم يشكن فيتنس تكمن هنس قليتهو ذنجم تعلم هال العبيذ نجم تتصنع منهالفلون
كان حتى فمة كيلك كرياتور فمة لي ما يمنش بيهم هاذي المشكلة في عقلية التونسي الي يقلك هاذا تونسي مازال الور كي البرا عندو الور كي ينجم التونسي هذاكة عندو اكسبيريونس و عندو كومبيتونس خير ماللي شريت من عندو من البرا,كان حتى فم كلكك خياتاغ م لما يمن شبهم هد ش تعقلدتونسي لقل ا تونس ما الزيل لقل برة عمد أيخك نجمد تون سداكة عنذ اكسبير سنوعمدو كامبيتان صخير  ملشرطم عمدم البرّة
و راهو فمة فمة دوماند فمة مارش,أوراء قم فما دمانت - وممخشيم
باش تاخذ باش تبدا عندك اكسيس على افلام و مسلسلات دي بون كاليتي اكسكلوسيف اي سيتيرا,بَّ اشتخَبَّ ج تبدة عنذك أكسيرٍ على أفليمٍ مسَلسليةً دْبا كَلطِي إكْسكلوزْفًكسطا
دي دي اكسبيرت يجيوا يحكيوا,لدّي أهديزىكسبيق بيجيو يحكي
معناها انت انا لحقيقة حتى انا بيرسونالمون استفدت منو ال ماستركلاس عاللخر خاطر انا في حياتي لحقيقة النظام بالنسبة ليا انا حاجة صعيبة معناها,إنا الققة حت ينا باخسن الموست فاتمنل لما اتكلاس عن الأخر قدر اينا افتي حاديدت لققا نظاب ن سبليينم- حجاس عيباعنئء
الي هيا تحط دي بريوريتي و اناهي معناها الحاجة فمة حاجات ان في مش ما نحرقوش ال كونتونو فمة دي تيكنيك,ال هياة حدّ بخياغطير و إنيهم عنه الحاجام  فما حاجيطم فمشمنَ حرقوش الكُنتنم فمه د تكنيع
دونك احنا هنا الطريق لي لقيناها لا فورمول باش نرجعوا ديما ال اوديونس متاعنا منوعة معناها,نوقأحنا هنئ التريك لقينِه - رفمعول- بَشنار عدم لأوجن سمتيعن منـوّعَمنيهع
ال بريزنتاسيون مثلا اذا كان فمة بريزنتاسيون ولا حاجة تبدى بال انقليش الناس الكل يفهموا انقليش و اكسبليكاسيون بالدارجة,برزنتيش مفران ذكيفم برزنتيشا ولحاج تبدا بالإنجلش نِسكلفمإنجلش ولكسب لكسشو بالديرجة
انا ان في جات معناها جات يون بيريود,إَينَفِي لتاجِّتا مَنهجتُ انبِغياد
رباب هيا عندها لي تكنيك بيداقوجيك,مكربيب هي عندها لتكنيك بداغوجي
تقصر عليا الثنية في كوت ويبسايت باش تعمل بيه كذا اي سيتيرا ولا لاندينق باج حتى ديجا خادمتهم و مجربتها و تخدم فيها لي كلاينت متاعها,قسر علي ثنية في كوتي ويبساعيد شتانبيك ذيك سغا ول لن دكبيج حتدج أخرد متههم جربتها و تخدم فيها لليك ل يومطيع
الي جاني سي بون كان ما جاتش معاها راني راني سي بون قلت مش لازم هاني انا نخدم جي في دي سيرفيس,لجانع تبوع ك ما جد شمع هلن وهن سبو قد مسليزم حنيلا نخدم جفد ستغذيسا
برشا حاجات صارولنا كوت بايمنت برشا عباد عملوا انسكريبسيون فال فان كاتر,بش هجيد سارونا كُتيبي مه برشهع بدع م نؤسلبسيوم سلفاًت كاتخ
كان انت تو تانقاج با معناها نقلوهالك من اللول راهو ما تلومش من بعد لي انت ما وصلتش ريزولت متاعك,نل أنجة تان غاأشباما لنقل يلك منلورهو متلمش بعد الانسم وسلتشريزا ل تمطيع
انت كان دخلت معانا ميمبر عندك اوبجيكتيف تو فو لانسي,انتكت خلت معانا مانم بر عمدك أبجكتية تفولونسي
ملتزم شهرية ولا انكوم حتى كان انت انديبندنت ما نعرفش كوتش ولا بيزنيس اونر,ملب شهريّة ولبإنْكرم حتك الأنت أندى بوندام عشكوتش  ولا بزنس أونُر
تنجم تعمل معاه قايد قايد ديتيلزاسيون ولا حاجة و تحطهم بالفلوس معناها,نجم تعمل معاه غايد غدة لزسجال حاسم تحطب ببلي وسمان
معناها ما عملناش اكا رجعنا بور فاليدي كونفيرمي و كذا,معنهم مع ملنيش كلارجعنبه فلدي كم فيغمي كذيب
دونك انا علاش نمشي نصرف في فلوس الور كي انا عندي عباد,نمكن علش نمش نصرفي الفلوس ألأخك إن عند يعبيد
فمة الي جاوب و قالنا مش توا انترسي اما مش توا عندي ان انقاجمون اخر,بَمّا لِيَاجِيبْ قَلنَ مُشتَوى أَنْ تَـغِصِيئَ مَامُشَتَوَ عمْدِ أَن- أَنُندجْمُهخْر
مش نفس ال اكسبيرتيز معناها ال ميمبرشيب متاعها مي لي كونسبت في حد ذاتو,امشنفس الاكسبرتيز عنيها المنبشك نضيحة ملك صبت حذيض
نردها معناها ادابت لل مايندست متاع التونسي و و ننجح فيها انجم زادة ما نجحش فيها باش ما نكونش كل شيء تنجح معناها تنجم تجرب وما مشاتش و ميسالش,لده منهاًنً أدابتيللماينسيتم تع تونسي - ومننجح ه نجمز من أنجحش فيها بنون - كُنش كُل شي حايتان جحمن تجمت جرّب ومن شيتش مستيلج
ابدا بالموجود بال لي اكويبمون لي عندك,أبدب بلموجود بلزيكي مول عند
ال اوديونس متاعي,لأوديانصمتيع
مرحبا بيك ميرسي بور فوت كونفيونس كذا,مرحبب يكمخسب فوتقكم فيرنس كذيب
احنا موجودين في بودكاست اسمو ديب كونفيسيون بودكاست سوسايتي اند مونتال هيلث,أحمى موجدفيا بتكاستسموديبكوفِشنز بوتكَاس سوسايتي أندمَنتَ الهِل
سي ا كوز دي خدمتها ا كوز دي السكنا متاعها ا كوز دي العايلة الي هيا هذاكة هو المجتمع متاعنا,سي أكوزد خِدمتها لسكنَمت حاء سأكز العيلاله لثكر المجتمي مطيعناة
معنتها لين وليت سي كون ابيل لي بيتر دو روا,لانولي تسقون بيل لو لبيت خجغوا
ما نعرفش علاش جاي بانس ا توا سامحني كان كاني غالطة اما قلت ريم الي برشا,مَن عرست عَليسْرِ بنصِياةهس محْنِكِ نلكِينِّ غالت أما قلت رِيم لبشَى
تحكم على روحك الي هو لي جوجمون بين الاخوات,دحكم على روحك اليول ججما بالخوي
الي هو لي بارون كي تجي تقلك اختك خير منك اختك متربية اكثر منك اختك دونك تولي تحب تولي اختك سي كي ما تنجمش تولي اختك و دو كو تنسى انت شكون,اجهوا لبغاكد جيد قلك أختك خرمنك أختمنتِربك ثرمنك أذنقت ولي تحبت ولأختْك ستلجمجت علأك وجكوتساينتشكون
تعاود تعمل ال ديبريسيون بار سي كي او فينال,دعوتعمل دبخشة مسكؤ فينال
دي شوا دي في معنتها مثلا هاذايا اهيا الثنية,لدِّشودُذمعتاك وسل أنهريا هَياصني
باش نتعداو لل تروما لاخر نهارت لي توفى ال ريلاسيون هاذيكا بالطلاق ما تفهم حتى شيء مي جاي تو في بور قاردير سي ماريج اي بورطان جاي تو في اوسي بور لي بير,بمتعديل الترومتيزن لغد نهبد التوسفعل لخلاسوعنكبطليق نطف حتشمجيتوفي بوغغديلسماغياشايبخت جيتوفي أوسيبولوبيري
دونك باش تتغشش انا ما عادش باش نفهم علاش انت متغشش الوس كي انت نورمالمون تطلب مني السماح,ذوتدغشش أين معتشنسف على شنتمتغش القنتنا المنطة النالسميث
قعدنا صحاب لرواحنا بور يون فوا معنتها العلاقة هاذيكا قررناها,قَانَ أَصْحَابَ الَّجْوِ يَحَْنَأَبُغِنْشْوَى قلعَليقَاهِذِكِْ قَرَرْنِيهَا
لرواحنا سي يون ريلاسيون لي ما يراوهاش العباد فاش ما نخرجوش مع بعضنا ولا كاللي معنتها سي ان تروك انتيم,لِربيحن ييتونغلسون ميراويش العبتفشية ونغرجش مع بعضنا ولا عد سيءً تخِك  أنتي
كان معنتها العباد عندهم فال فان كاتر اور يعيشوا فيهم اثناش ساعة نقولوا في الاثناش ساعة هاذوكم عندهم دي مومون دي سيلونس انا كي نسكت,مت العبد عندم في الفانت كاتريور يعيش فيهم أصناش سيعة لقولو فيلأطناش سعدكم عنتم دممود السيلاس  إنك نُسك
دايور برشا مرات نخرجوا مع بعضنا معنتها امبوسيب تراني في بلاصة قاعدة في طاولة معنتها انا شفتهم لي دينير ان تيت ا تيت,ديغب شملات نخرج مع بعضنما تأفسبتراني فبلاسة قعدة في تاولة  وطنشرتم لديني انطتت
وراهو انا ديس ويت ان متاعي هيا كاتر فان ديس نوف,بدأو إين الديزم تانتيعي هي كدخراً دزنات
تلمون قريت فرويد و فهمت انا نعرف الطبيب هذاكة شنوا باش نحكيلو و شنوا الدواء لي باش يعطيهولي دونك انا كان نحب,لتالموقل تفرويدفمت ينعرببدك شنوبس نحكيل وشنود ويلشعتهول وكن كن الحود
لا فاز ديبريسيون متاعك و جاي او لا شانس زادة دي رانكونتر عباد الي يكتبو الي معنتها افوار لا شانس ديتر في بلاصة الي,لفازدكسيون تعك وجيلا شنصدة دغمن كمد خعبد ليكتب وليم معتى أفضعل شنس ديتغفي بلاسائليّ
تتعمل بسيكاناليز دون مانيير تري هيمين و برشا كرياتيفيتي دونك تعدات سي بزوان ايميديا دي بروندر دي كاشي باش نرقد دي بروند دي كاشي شيء باش نضحك دي بروند دي كاشي باش نمشي,تدعمل بس كاناليز جلمن يختخيزيمين بشك خاتفت مقتعديت ل سبزوائ ميدياعدبخانض دكا شيب اشنلقة دوبخانص دكة شيبش نضحب دوخانطدك شيب نمش آ
تنحى بال كرياتيفيتي دونك مال فاز مال فاز دوايات و طبة و كل شيء تعديت ل فاز,تنحة بل بالخاتبة - أنذوكم الفاجزا مالفعزد ويييتوتبكر شية عدي تلفاز ام
ليباراكتيفيتي متاعي دوبليكير بال بال هايبركرياتيفيتي معنتها اي حد يقلي اي جملة جي سوي كابابل باش نحاولها الى كونساي,لبِغكتِف تنتاع جبلكي بلبِغك خاتفت متأي حدقل أيْ جُمْ لجزشكة بابشَنَ حولها إلى كنصيت
و و فو كي ليباراكتيفيتي تخليني ما نجمش نقعد فرد بلاصة دونك نتعرف على برشا عباد,وجَكْر لِتَرَكْتِبِ تَدْ خَ لِيِّ مَنْ نَجَمْسُ نَقْعُطْ فَرْد بلاصَدُك  نتَعرَّفْ عَلى ب شَعْبِي
شعرها اصفر بومب و حميرها ديما هابطة هكاي شوية على فمها وتبدا تدور تحكي مع العباد الكل الي هيا في لي سوسيتي لخرين في مصر اسمها الفتاح,شعر أصفر ب  محميرة ردمهماهابتة كيشاي على فم أاوتدة الجور تحكمره بتكول  لهي لسوسية لخرين في مصر اسمه الفاتيح
و جاي كونو جاي رانكونتر برشا عباد,تخشكن يجءن قم خبر شعبي
اي سا ا اي جاي في يون كاريير,ايس مايجرفين كغيه
دايور سي في متاعي حاجة تخوف,ذَيَسذِ امتِعِ حاجاء بِدخور
علاقة في مشكلة يعمل يعملك ايقاف تحفظي الي هو فان كاتر اور رينوفلاب دونك كارونت اور,عليق في مشكلأ  يععملكقاف تحفز إل هوة فانكات خلغ نفلاب دونك كاهوبيتوء
مش بالحق الي عشت دايور كتبت ان سيناريو دون فيلم عليها الحكاية,مجب الحق إذ لعشتَ دككتبتان صنغيودًاً فيل معلها الحكيء
هذاكة لكلو ساهل كي انت تقررو خاطر ديما تقعد فال ديسيجون ديما انت تقعد صاحب القرار,أهذك الكل سيل كي أنتِي تقر أخدض ديم تقعد في الدسيز ديم انتِ تقط صاح بالقرع
كونفاليسونس معناها عملت كونفاليسونس هيلثي لي ما عملتش عملت مش كونفاليسونس ان في,نوبلسنص و نعمتكو بلسوصهيلفمام عمأي مع نعمتش أعمى المشة وبليس  صفيت
ان دو تروا ناكل نشرب نترانا نهز ولادي للمكتب نروح مخي سكرتوا سكرت,انضودخوا نيكل نشرب نترينا نزريد المكتب نر مخيَ سكرة أونسنكر
دونك دخلت في دي بروجي جي سافي بيرتينامون لي هوما باش ما هم ش باش يخلطوا اما نعملهم كان ميم يعبيلي شوي من الوقت,أدوغد خلش دبخجير جسى ف بختنا موليما همشخط أما نعملبعبيل شويام الوعق
عندو يون كاباسيتي ا ديجير انا مثلا يموتلي حد في ثلاثة شهور,عَند  اِنكبسطيء ديشيغئ أين مثلاً لِمتلحرتلفأشهور
متاع لا ما ما تكسرنيش دبوزة هاذي ما نحبش نكسرها دايور ماذابيا كان كل واحد يعيش على نفسو و انت كيما كنت تحكي من اللول ريم فمة ديما فمة حاجة تشد فيها صحيح,مت عليئ تمت كسرنيشتبزه من حبش كسر هديك بنظبيكن كلو يحد عيشعل نف أأنت يكما كنتحكي من الملولة رما فما دما فمحاج تدفي صحيح
في في روحك الي هوما اكثر حاجتين ظاهرلي يخليوا العبد اتاشي للحياة و يخليها تكون جويز الحياة هاذيكا خاطر هو موجود باش يكون سعيد الانسان هذاكة و باش يخرج روحو مال,ي فروحك اليوم اكثر حشنذةهر ل يخلي والعبد أت شيلًا للحيية يت كنا جوعيات الحيت ذيك ة خدر ه و موجود بشكون سعيد الإنسانه دك وشخرجوحم
وليت قبل كنت ندخل دان ان ايتا هيستيريك دي كولير الي جي بيرد لا فوا لين ناكل روحي ماكلة لي الي جي كومبونس لا كولير هاذيكا في حاجات غالطين و لا خايبين,لتقبل كنت ندخ الزانكا إستغيك كول إل جبغلفوا لن النكروحمكل لي الجكنكونس لكول غدكة في حجد غلطين ولخيبين
بيان سور انا متاكدة ريم الداخل تعرف الي انت مش باش تمشي فيه,ينشراً متأكت لمن ليخ التعرف فلينت مشفتمشفيا
الي هيا نورمالمون ديقناستيك فيزيك يخليني برشا حاجات ما نجمش نعملهم,للهيا نغمل معديغن استيكفزيك خن الباشحشدن جشنهمل
نبدى من الصباح زعم انجم اما ما هي ش بوزيتيف و و اكتيفاسيون لا فمة حاجات,نحصأممنهِيشبوزيتيف و وأكتفا سيون لفم حجده
انا ريم عطشوشي بو اتر جي ميريط كي حد اخر يدللني حتى انا شكون بابا امي اختي صديقي,أين ريمع توشي- بُتىع تخج مغيلكة حديخردلاني حدانشكن بعب أمي أُختي صديقي
الذبان كان ما تعملش تهبط شعر و ما تحطش موستيكير يل فا رانتر للدار الذبان مش حاجة باهية في حياتكم الناموس,إذا بينكن مدها تعماج تهب تشعارّ ما تحطس مشتِكر إفا غدخيلت ذبالمشحج بيه ةفحيتْكنموس
عندو دوتغ باثولوجي خلاوه,عنضدطخب تلوجيخ اللوه
معنتها انا ال ميكانيزم دي ديفونس متاعي خاطرني بنت خديجة و خديجة نسكنوا فال لا قار و تخرج في رمضان وقت شقان الفطر تلوج الي فاتهم التران الكل و الي واقفين تدخلهم يشقوا فطرهم في دارنا,مع نتهاء أين المكانزم دوديفانس متيعي خترنبا تخديجة وخدج النسكن فلانغار تخج يرمضان وقجفان فتر تلا وج إلفيتهم تران كل ولويقفين دخانه منشق افتاله فيدارن
خاطر انا وقتها ما كنتش حاسة روحي غالطة جملة معناها جيتاي كوركت خدمت على روحي درا شنوا و انا في مخي الي اون ا ابيوز دي موا,خطلنا الوقتة محمكن حسرو حغال ة جملمة نهكيجتكو خيكت خدمت على روحي دراجنو نفي مخيئ لي عنا أبي زدومو
فيها واحد يتعدى كل مرة تاخذ حاجة منو ويعاود يل سي ريسورس فيه حاجة هاو هاو نوارة هاو دايور لي بتي برانس اكثر كتاب يخليك,فيها وحد تعدأ نغل مرّ  تتِيخد حاج من نؤوعودِ سِغْسفيهجهاو هو نَوارها و دايغلُ لبتِّبخانس أكثنتب خلكت
تري تري سبيسيال معنتها من شيرة ساعات تحسني ايماني قوي عاللخر خاطر من,تخدخي سبسياءل منشرة عتحسني إمين قوية على الخرخة منّام
و كل واحد عندو يون ابتيتيود مثلا انا جي سوي سور معنتها سارة اختي,وكلو ياحدعند إنا ابتتود متان إن جوس في الشيف رسعرة أختي
الي يوجعك عاللخر كون الناس تحسبلك اما انت ما تحسب لحد يوجعك عالاخر الي انت تقعد في بلاصة جي ديس نامبورت كوا كمنديت مقرونة ال فروت دي مير,إيوجعك على الخريكون يس تحسبلك منتم تحسبرح يوجعك على خر لأنتِ تقت شبلاصة أجدين بختك واك مان ديد مكرن بالفرويدمه
ترمي حاجة هكة و كهو بارس كي يون موف كي نيست با سانس تحكم على و هيا ما تعرفش بسيكولوجي متاعي انا وقتها حكمة على,لعترمحاج هكأبسأمف كينبا الشنصي تحكم علي  مهمت عرش بسكول جديع أنا وقته حكمت عليما
و الله معنتها بيانتو كارونت دو ان,بل ليس مأ بينتوك هنطزون
دايور حب روحك حتى كان ما حبوكش,ليحب روحقحت  ك ي المحبكشى
مشيت لبوه لقيتو يشطح مع طفلة اخرى بيان سور طفلة اخرى دان لي تون,بجيت البُنقت يجتحم ثف لأخر بصر تل أخرى دونلتون
و اون ا بارتاج حاجات الي جي سوي سور الي برشا ناس باش فون سيدونتيفيي في كلام,عناب احتاجي حجيت لجسفيسيغ لبرش نسبفعصدةفي في كليب
ما هم ش ايفيدون جملة في بلاد كيما تونس ما هم ش ايفيدون جملة خاطر,مهمشائف دونجم ل بليد د كماتونس مه مشائي في دون جملك  ختجا
ديما خاطر مثلا فال راب فمة ديما مشاكل متاع لي جينيراسيون شكون ال اولد سكول و نيو سكول,دم ختر مثلا لفرّاب فما ردِما مشيكل تعى أللجنها السعش كون الأولسكولونو إن يسكول
نشوفوا ال كونتيتي متاع ال,نشفوالكنت تيم تعل
ايس كي عبد عندو الحق يتواجد معاك و الا ما يتواجدش,إسكع عبد عن الحق يتويجد معكل ما يتوجت
سينون لا لا لي رياكسيون معنتها بالعكس فمة عباد يجيوا و يرجعوا فمة,تينول ليلة لغياكتشو معتها بالعكص سمع بتجي وي روسمةء
دونك كيفاش انت كا جون ارتيست تحب تخدم و تحب تقدم و تحب تطور,دوكفِش إنجين أختيز تحب تخد مب قدمت حب الطور
باش تكون في ريلاسيونشيب فهمت مش مثلا يور ترايينق تو فورقيت اباوت يور اكس بعد لاخر بليز دو نوت دو ذيس يور هرت,بِشتكون في رضيش شب فمتمشمطل أليوجعين تفكعتبرأي آكسب عبدخر بليزدناء دوداأسيوح ي
لي اكسبيريونس متاعها سو ذاتس يت في اللخر نحب نقول بي يورسيلفز بي ا قود بيرسون,دومسسبرن سطيحة آصلعت سب آفلخر نحباً قول بيو السا في غتبعس م  كي
تو هاف لايك ديفيرانت فيوز و كل مش لازم كوبي كونفورم مي نتصور الي ما لازمكم ش زادة تبداو بعاد برشا على بعضكم اكاللي,تحايتدفنت فيوزكل مشلة ما كبلكهن فوقم من  نصور ألي مرزمكم دتبدو بعد برشعلى بعثكم كال
كان نو بليز ساي يت اوت لاود و خلي كل واحد معناها يشوف حياتو و هاذيكا هيا معناها دو نوت فورس انيثينق مش على خاطر ما تحب,ن انو- بضِيز آ السَّيءَة لهَ ودو خالِكُ الويحد معنها يشفحيته ريكهيا من دنَافورس إين ثيم مشعل ختر مدح
معناها قطوسة و نبتات و واحد و يت مايد ماي داي سو هاذايكا هيا يو قايز هاذيكا هيا الدنيا هاديكا هيا العيشة,م توم عن قطوصعوا نبيلت اتميت مايداين لسومأذك هيةيوغارز ذك هيا الدنيا بكة حيا ل الشاع
انتو كونسيديراسيون عرفت اكاللي كان عبد,آانتَكُنْ سِدرع الشّنعرفت لكِن عبد
ما تاخذوهوش جملة انتو كونسيديراسيون كان سبوكم,آمذا اختغوه الجملة أن تكون صنعيش كين سبوكوم
ال ماث انجم نطلعوا من بعد قلت لا نركز مع ال فيزيك وحلت مع ال فيزيك و بالحق هاذيا كانت غلطت عمري معناها مش غلطت عمري مي غلطت ال باك,لمات النجم طلعو بعد قلت لركز مع الفيزيكو حلتمع الفيزيكو بالحق هليكينت غلطت عمريمن لغط عمري من غلط التلباب
شنوا آخر نمشي للمكتبة مثلا باش تكون انفيرونمون اكاللي الناس الكل تقرا فيه و كل,شنوءن اخنمشِ المكتِض انسل لبششكون ونجغ الموكّ لنس كل تقرى فيهِ كل
الحاجة لي باش تبدلك حياتك كومبليتمون تنجم تكون العباد الي ال باك يبدللهم,لحجل مدلك حيتكمبلت مغنجاً تكون نعبيلن الباكبدلوهن
نولي طبيب ولا نولي افوكا لازمني نقرا من بعد ال فاك اما انا معناها فال فاك اما انا كان نحب نولي معناها نعمل في,وليتبيلْ والنوالئبو كّالزمِْ أَقرَبٍ بعض فعْكنالفاك أمنَكن حبّ ولمانها نَعمِالفي
سو سامبل معناها تاكل بالمنظم تمشي تترانا بالقدا,سوف اسمبو ومعنيها تلكلمنظم تمشي تترينبلغتي
تحط العصا في العجلة سو خذيت ال ديسيجون اني نخرج و نعطي ال ديميسيون متاعي الحقيقة,دو كلصف العجلة الشو خذد دسج أن يخرج نعتجين شامطني والحقيقة آم
لا تحب بيت بزوز فروشات لاستخدام شخص بركا عندنا واحدة حاضرة,لا تحب بِيتبزوزفروشيت لاستخدام شخصبِرك عن وحد حاضري
نحب نقص على رحلة نورث ويست للطيران نومرو صفر ستة و ثمانين لنهار خمسة,نحب قص على رحلء نرثوس لطير - نمرس فرسة منين - لنهارخَمس
و فمة برشا منهم في المنتدى للاسف لا داعي لذكر الاسامي هاؤلاء,فمابرش منهم في المنتدال الأسف لداعي لتكر الإسام يا وليء
بستها من جبينها و مشيت حطيت السلعة الكل في القاراج بحذا عجاج و خرجت مع,بستهى منج بينها وم شدحة تسرعة كل سجراج بحض عجيج وخرجت معة
لكن العون كيف يولي عندو وسيلة ردع وقتها يولي ما عاد ش عندو مشاكل مع المواطن,لكن العونك في ولي عند واسلت ردع وقتح ولم عش عند مشيك المعنواة
باش نقابل مشاكل مع الديوانة,شنقابل مشيكا معدوان
البيت هاذي ياسر صغيرة,البيت هذية سرصيرة
المخ كاسحين و تافهين و فروخ نحبوا ماتشووات الكورة و القهوة و الكارتة و,فالمخقص حين أوتفيل مفروخ انهب وت وتذكرة واللهر والكارتاو ون
ضاهرلي فيك ما كليت كان الكعك,ذهر لي فيك مثليت كان الكاعن
ما تفهمش حتى جملة من الانقليزية,متفهمش حتى جملة م الإنجليزية
تنجم تفهمني كيفاش نعمل,نجِمت فهمنكفاشنعمل
اعطيني الضو كيف تحضر,اعطني الضوك افتحض
ملا امشي طول و دور على الليمين مع الشارع الثالث توا تلقاه على يمينك,ملى إمشيتول ودورعلمين مع الشرعة الثلفز توتلقى عليمينا
مخذيتش تعمر المعلومات في الطيارة,مخضير استعامر معلوم يات ف الطيارة
قد ما يعملو مايجي شيء قدام الخنار متاع بنات الخارج,قد ما يعمل مجي شيق الدمخنّار متعبند الخارش
خويا قداه توا سوم الذهب و زعما كيفاش نعرف الي انا توا ما تغشيتش,خية قدات وسو مذهب بزمك فياشنعر في الين التوملغشيتش
لازمني ناخذ الطيارة هاذي للوس انجلس بكري غدوة الصباح,لزفني ناخذ الطيارة هذه اللوس أنجلسبك ذكر غ رسباء
بره كان تحب اخرج وحدك انا ما ني ش مهبولة نخرج في نصافات الليالي,برك أن تحب اخرج وحتك انا بن إشمه بولة نغرشي انصاف اليال
تونس بلد للامانه ذو بنيه تحتيه جيده جدا وهو حسب ما,تونس بلد للأمان ذو بَن يا تحتي جيداً جداً وهو حسبماء
نجمشي ناخو خمسة بلايص بحذا بعضهم,من الزمشِ لخ خمس ليص طحضبط
