Reference,Prediction
نحب ناخذ كسوة لونها غامق ليلي,نحب ناخد كسف لونها غامق ليبي
قاعة الإقلاع,قاعدة الأغلاية
ياسر طيارة expérience,خبرة يسيرة تايرة
نرجعوا شوية التالي في ألفين و خمسة دراسة عن منظمة الصحة العالمية إلي ما خرجتش وقتها الدراسة هاذيا حول الصحة النفسية لتوانسة ظهرت أنو التونسي على أثنين,نرجع شوي التالي في ألفين وخمسة دراسة عن منظمة الصحة العالمية اللي مخرجت شوقتها والدراسة هذه حول الصحة النفسية للتونسي ظهرت أنو تونسي على ثنين
مع ناس,معانا
ما عندهمش الحق باش يخدموا بصراحة شوفوا لنا حل,عندنا في الحقب شيء يخدمه سلاح وشوفونا حار
her makeup is like expensive أكثر شكون إلي,هر مكياج إس like تكلفة أكثر شكون
اليوم مستدعية عند عبد الله للعشاء,اليوم مستبعةية عند عبد الله للعشاء
عيشة و عبد الله قاعدين على طاولة الفطور,عائشة وعبدالله قاعدين على طاولة جستور
ياخذ عشرة دقايق على الساقين,يأخذ عشر دقائق صديقي
هذي حكايه جديده محكاهيش العربي نص عماد,أدي حكاية جديدة، محكهاش العربي نص عيد ماض
بن حميده مونتاج واخراج محمد بوقطايه,حميدة منتج وإخراج محمد بقطايا
تقديم محمد الصيالي,تقديم محمد السياري
يحكي و أنا خدام احزام,أحكي وعلى خدام أحزام
عنده ججه صغار,ان دوجو جزّعار
ياكلوا ونهار يلاقيو,أكل ونعر لقوي
اشبع يسمعوا بيسمع,شعب اسمه بيسمع
المساكن دي مقلوبهم تعصر ومصرنهم تلوي,مساكن دي مخلوبهم تعسر ومسارنهم تلوى
وكروشهم متغروت وسفاق يصفقوا,الكروش ومدغروت والسفاق سفق
الحاصل جوع ونوع وبكى بلا دموع الخبز,الحاس الجوع نوع وبكابلة دمعالخبز
و الزيتون مقبولهم احناكم و النهار المبروك,الزيتون نقبله محنكم والنهار المبروك
السعيد هو نهاره إلي هكة الام الطيب فيه,سيد هو انهارة اللي هكالأم الطيب فيه
طنجره حتى كذابه,حتى كذاب
ونهار الياس هو وقت إلي هاك الخدام يروح,النهار اللي أسعد هو وقت اللي هك الخدم يروح
بقريه اسفاكيه ينقروه,قرية السفاكية ينجرؤ
علاش ما تقولش نهار من نهارات هيك خدام,ليش ما تقول شنهر من هرات هكذا خدم
الاحزان تدبر زوي السور ديزايدين من عند,أحزم ضبر زوي الصور دي زايدين من عنده
عرفه قال,قال
نشري حويجه نود بها ام الاولاد ولاولاد,بشرح ويجى ندبيها أم لولاد ولولاد
اتعدى من قدام بياع غله وقف وبدايه فرج,استعد من قديم بيع قلة وقف وبدأ يتفرج
الفراوله رمان والتوت العليق والعناب,الفراولة والمان والتوت العليك والعناب
و التفاح والنفاح وزوز الهند,التفاح والنفاح وزوز الهند
ولنزله اكل عنب بملوله بعوراقه و اللوز,مدله فك العنب ملوّب على ورقه واللوز
بروحين وقلبين,روحين وجلبين
قال ما نقدر كان عليه,ما نقدر كان عليه
هنروح بيها,تروح بها
منعشه ومنها غله الصغيرات نعطيهم كل واحد,منها عشاء ومنها غلة للصغيرات نعطيهم كل واحد
ومتعشين يحمدوا ربي ويشكروه,ألف وعشرين، يحمد الله ويشكره
هيك الخدام اختار كعيبه دلاع وزنها له,هيك الخدم اختار كعيبة دلعة وزنها لو
البياع خلصها هزها حتى تحذبوته وشد اثنيته,بياع خلصها هزها حتى تحذبوتو وشد ثنيتو
للدار مروح بيها الدنيا شيلي تحرق تقول,الدار مروح بها أدن يشيل يتحرق تقول
باب من بيبان جهنم محلول و الشمس تنقب راس,من بيبان جهنا المحلول والشمس تنقبر
العصفور وما خلقت بهاك الدلاعه للدار لما,عصفور ومخلط بهاك الدلاء على الدار لما
ولات تفور كالعظمه المروبه,ولا تتطور كالعظم المروبة
اتربع على الجلد قدام الميده وقال له,يتربع على الجلد خدام الميدا وقال
خليني اشقها في اثنين ونحطها في البئر باش,خليني شقها في اثنين ونحطها في البير بس
تبرد نادى المرته جابت له سكينه اخذاها,نادل مرت وجابت له سكينة، اخذه
الدلاعه ويسمع في صوته متاع واحد يمين,و يسمع في صوت متعوه هدينين
تقول بنادم شدووه من خناقه على اعجب او,قولا بناد مشدوه من خناقه على أعجب أو
كاين واحد يبكي واقف وذنيه يتصقر باش يعرف,كأنه واحد يبكي ووقف وذنيه يسجر بس يعرف
منين جاي الصوت ما سمع شيء,ينجاي الصوت، ماسمع شيء
استعود من الشيطان وقال شبيني يا اخي وليت,استعد مشيتان وقلش بيني يا خي ولتنا
نستخايل في الاصوات,استخيل في اللسوت
الحاصل هو جابش يرشق مره اخرى السكينه,الحاصل هو جاء بشيرشق مرة خلا السكينة
فيها قداعه باش يشقها في اثنين والسود,هكذا اللاعة بشي شقها في اثنين والصوت
هذي غريبه الغرائب,هذه غريبة لغرايب
الدلاعه تتكلم,اللي عا تتكلم
لكن هو هف عليها باش يقصها ويسمع في سيحه,لكن هو هاف عليها بشقصها ويسمع في صيح
شقه باب العرش,حقت بابل عرش
على حاله الدلاعه أما قال لها و أنا كيفاش,لحال الذلاع أمقلها ونكشف
باش نعمل قالت له رجعني لبيع الغله وهو,قالتلو رجعني البيع الغلا وهو
يرجع لك فلوسك اشري بيهم حاجه اخرى,رجع لك فلوسك كشري بهم حاجة أخرى
هيك خدام الاحزان هز هكدليل على ساق,لا كخدم الأحزام هذا كدليل عساق
القدّام وعشره التالي وخرج في هذا القائله,قدم عشرة تالي وخرج في هك القائل
الحنانيه باش يرجعها,حنانية بشير الجحى
عروقات تجري شرت الاسبابل وساقيه ولا,علاقات تجري شرط الأسباب الساقيه واللا
تتشلبق في وسطك إلي لابسه من كثر ما,تشلبق في وسط المداس اللي يلبسوا من كثر مال
العرق تخلص بالغبره,علاقة خلط بالغبرة
الحاصل اغلقت للبياع,الحاسل أغلط للبيع
قالوا يا خويا سامحني أنا راني خديت من,حالو ياخوي سمحني أنا راني خبيث من
عندك هذا الدلاعه هادي في بالي عندي ضياف,بكا هد اللعهابي في بالي عندي زيادة
اليوم يا اخي ما جاوش ترجعها ليش البياع,ياخي مجاوس ترجع هاليش البيع
قال له اش معناها تقصد كي ترجعها رجعلك,لو أشمعنه تقصد كده رجح رجع لك
فلوسك قال له كان تعمل مزيه قال له ترجيع,لوسك قالوا كان تعمل مزية قالوا ترجيع
الفلوس لا اماكن تحب نعطيك غله في بلاصتها,الفلوس لا أما كانت حب نعتيك غلا في بلستها
هاك الراجل بقى يخمم قاس قاس ومنها قالوا,هاك الرجل بقى يخمم قاس قاس ومنها قالوا
هزهك الباكو وروح للدار هو دوب ما وصل له,هزه كالباكو وروح للداخل وهو دوب ما وصل له
ريق وشايح وقعد قدام الميده آش بدك عيب,وقشاح وقعد قدام الميدة إش بدك عيب
اخوك اغسلها وطول حلفه,أغسلها وطول حلف
واذا به يسمع في سوتنين,إذا به يسمع في صوتين
عاود حل فمة,ما هو الحل؟
والسياحه طلعت توجع القلب,والسياحة تلعب توجع القلب
اكل الرجل تهزو تنفذ ويسمع في الخوخها كي,الرجل تهز وتنفد ويسمع في الخوخ هكذا
قالت له يا خويا معموله الربي ما تاكلنيش,قالتله يا أخو يا معمولك الربي ما تكنيش
السيد,سيد
رجاع البياع,رجع بيع
بالقرطاس نتاع الخوخ قال له تعمل مزيه على,القرد أستعال خوخ، قال له تعمل مزيه على
اخوك تعطيني فلوسهم راهو ما بقى لي حتى,تعطيني فلوسهم راهو ما بقالي حتى
شيء وما عنديش عشاء ليله,وما عنديش عشان ليلة
البياع قال له لا نرجع لك لا ترجعلي اشنو,البيع قالوا لا رجع لك لا ترجع لي أشنو
تدخلني من الباب و تخرجني من الخوخه هز,خليه من الباب وتخرجني من القوخة هذ
الخوخه نتاعك ربي الراجل,هو خمتيه أكو خسرابني، أرجل
ويدعي له بالخير و في الاخر البياع,يدايل بالخير هو في لخرك البياع
بطيخه روح بها للدار ونفس الفصل إلي,التاريخ روح بها للدار ونفس الفصل
تعاود هو بيده,هو بيده
البطيخه تكلمت له,بقيت كلمتلو
إلي تتكلم الواحد لا عاد لا ياكل,تتكلم الواحد العاد لا يأكل
بطيخ العوينه,طيخ لعوينا
اكل خدام قائد غبن ومنها قال و الله لما,لك خدم قائد غب و منها قال والله لمن
نمشي للسلطان ونحكي له الحكايه هز روحه,مشي للسلطان ونحكي له حكاية هذ روح
ومعاها كالبطيخه ومشى للصرايا يلقى صف,عهاك البطيخة ومشي للصراع يلقى صفّة
طويل بقى يستنىو,ويل بقى يستنم
دخلوا دخل خلط قدام السلطان اعطى كارطاعه,دخلوا دخل خلاط قدم السلطان على كارتاع
وقالوا يا سيد راهي غريبتي غريبه كل ما,قالوا يا سيدي راه غريبة غريبة كل من
نشري غله ونجيب ناكلها تقوم تبكي وتقول لي,شريغلة ونجيب إشنا كلها تقوم تبكي وتقولي
ما تاكلنيش,لا تكنيش
السلطان خزر له وبقاي نعملوا براسه الخدام,السلطان حذر له هو بقاين عمله براسه الخدم
ما فهمش يستنى في السلطان فماش ما يقلو,فهمش يستنى في السلطان فهمش ما يقوله
حاجه ما قال له شيء الوزير بجنب السلطان,ما قالوا شيء إلزيم بجنب السلطان
قال الهيكل خدام,قال لك الخدم
السلطان راهو سمعها حكايتك يا ولدي امام,سلطان راهو اسمع حكايتك يا ولدي أما
تستناش منه جواب راهو ما يتكلمش هاك الرجل,استنشش منه جواب راه هو ما يتكلمش هاك الرجل
بقاي يتغبن قال هذي اخرت لخاير عاد ان غلت,قائد غبّاً قال هابي آخرت لخائر عاد الغلة
تتكلم و السلطان ما يتكلمش كيفاش تجي هادي,يتكلم والسلطان ما يتكلمش كيفش الجي هذه
هاك البطيخه إلي جابها معه اتكلمت قالت,هاك البطيخة لجابها معاه اتكلمت قالت
له شفت ماو هذا مسي نطق,شفت ما هو هذا مش سي نطق
كنتم مع حكايه جديده ما حكايهاش العروي نص,أنتم مع أحكاية جديدة، أحكاية شلارو
عماد بن حميده مونتاج واخراج محمد بوقطايه,محميد منتج وإخراج محمد بقطايا
تقديم محمد السياري,تقديم محمد السياري
مانحبذهمش maximum نلق روحي obligé ليلة ال devoir,ما إن نحبذهمش مكسي مو بنقرا روحى أوبليج ليل تدفور
العنوان,إذا أخرجين
person is closed to you بالرغم إلي you just met him or youve been like talking for مانعرفش عليكم a short period of time so,person is close to you برغم اللي you just met him or the youve been like talking for a short period of time so
اخطر من هكة اون فات حاتم انت توا وريت لايماج دو مارك متاع لي جو دي مو ستاتو كتبتو كي مركا لوتارو مارتينيز قلت معيز,لا أختر مالك، إن في حاتم خاطري أنت تور ولد لمش دماغك تعال يجود مثلاً أنا ساتيو كتبته كمارك لوتر ماتينيز قلت معيز ولوتر
commum inside ولا حاجة its not gonna make you feel so like,فمن صيد ولا حاجة، اه، its not gonna make you feel like
أما ما مانيش مرتاحين كان من الثنية donc و مربوطة بالأيامات لولى كيفاش باش يتعدى في البحر كيفاش العباد باش تتعامل,ما ما ما نسمر تحيين كمل الاثنين ده ومربيته باللي مطلونا كيشتعد في البحر كذي صعب بس تتعامل
قالوا أنا أنا,قالوا أين أين؟
باش يمولوا المؤسسات الناشئة هاذيا باش نحكيو منين كيفاش صاحب مؤسسة ناشئة هاذيا ينجم من اليوما يمشي باش يدق البيبان باش يجيب لفلوس toute en sachant راهو باش نحكيو كان عالفلوس إلي تهم المؤسسات الناشئة ماناش باش نحكيو عالفلوس لي تهم المشاريع الصغرى هذا الكل يكون في موعدنا,ألو ال بشي مول المؤسسة نشئ ذي أبش نحكيه مين كيفش صاح مؤش مؤسسة نشئ ذي ينجم اليوم يمشي بشي دخل ببين بشي جيب الفلوس توتان صار شهر أبش نحكيه وكان على الفلوس أليه تم المؤسسة النشئ ما نش بنش نحكيه على الفلوس أليه تم المشاريع الصغيرة هذا الكل يكون في مواعيد
عال réservation و إن شاء الله تعدي بيها جو نشكرك,نشكرك على الحجز وان شاء الله تعجب بها جو
قضيات بالحق ما يوفاوش ندور و نجري ندور و نجري ندور و نجري و لعباد تصيح و الكراهب و الحس و التزمير من بعد كي روحت معناها and thats momnt of peace it was so,قصيدة بالحكمة يفاوش دوروا نجري ودوروا نجري ودوروا نجري والعبادة الصيحة والكرهب والحس والتزميل وبعد كده واحد معناها in this moment of peace it was so
يعمل هكة يسبك مثلا و كومنتارو ضامر مثلا و إلا يلقى برشا ناس كيفو و يجاميولوا و يتفاعلوا معاه ما عندك حتى فكرة الاوفوري لي تمسوا ل,يعمل هكاي يسبك مثلاً وكما ترو ذامر مثلاً وإلا يلقا برش الناس كيفو ويجميولو يفعلو مع ما عندك حتى فكرة الأفري اللي تمسوا
أحنا خويا عنا dictionnaire متاع سبان في تونس أيه أحنا نلحن ونألفوا في السبان أيه مع القانون ولا,إحنا قوي عنا ديكتاتور بتعسبان في تونس إحنا لحنو ونألفوا في السبب إمعار قانون ولا؟
بطبيعه الحال قانون أنا قانون,بتبقيك حال قانون أنك أي قانون
كان لي أنا نعملهم هذاكة متاع الامر بالمعروف بالعصي فوق فوق trotoire اه تسب في الدين,ك اللي أنا أنا أعمله مذكك على الأمر معروف بلا سيد فخاف وخطر، ها تسب الدين
وتقول و تسب الجلاله وتقول الكلام السفاها واحد هو وبنته وهو امه وهو مرته عيب عيب كبير وكهو,وتقول وتسب الجلالة وتقول الكلام اسمها واحد هو بنته هو أمه هو مرته عيب عيب كبير وكاو
يلزم قانون ردع en tous les cas إلي شدني في الحكايه انه les echos les echos les commentaires الكل,يتم قانون رداء وكانت ليشدني في الحكي إنه لذي كوم لذي كول كومنتير الكل
التوانس مع مع تتساءل ياخي شكون إلي يسب,فتوثا معه، معه تسير يخش كل اللي
الملايكه الملايكه,أي، بالتأكيد
الشعب الموزمبيق عايش معانا يا رفيق و الله قله قليله يسبوا في الشارع قدام العباد الكبار,شعب الموزمبيق عايش لا يا رفيق والله قلة قليلة يسبوا في الشارع قدام لعبيد الكبار
رجع هو لل école بعد مشينا أنا و صالح كملنا درنا سيد بوسعيد و على فازات و على كعبات بامبالوني لا bien sûr كعبات بامبالوني و كل,رجع هو للإكلم بعد بشين أنا وصالح كمان دور نسيب وسعيد وعلى فازت وعلى كابة بامبلوني
كيف شنوا حددلي ممثل و لا كوتش يقلي لا كوتش نقلو تحب الش هذا و نشوف فيه إلي هو انت تحب شفت روحك أوك فا زي هاو كيفاش تعمل,لو كيفش نوحد الممثل ولا كاش قولي لي كاش قلوا تحب الشيء هذا ونشوف فيه اللي هو أنت تحب شوف تروحه أوكي فازي أوكي فيش
تحب تشرب حاجة,تحب تشرب حاجة؟
الكحة,الكحة
مشمس,مش مس
آه صيف السنة آه ما ثماش خلاعة,أو صيف السنة مثلًا شغلة
ثلاثة,ثلاثة
وقتها إمشي طول و من بعد الدورة الثانية لا الثالثة على ليسار,وقتها امشي طول ومن بعد الدورة الثانية لثالثة على اليسار
كان يوصللهم من أبعد البلدان الإفريقية,كان يصلهم من أبعد البلدان أفريقيا
bien sur زادا عندي معناها my body has its need,بالنسبة لدا عندي معي ها، my body has its needs
try to do stuff إلي make you feel happy,try to do stuff إللي make you feel happy
دي أكسبير يقولك معنتها يلزم اصلاح الانظمه هذوما ونتصور الاصلاح باش يطرق باش معنتها ينجر عليه انخفاض في مستوى الجرايات يعني اليوم هال الاشكاليات هذوما إلي مطروحه في المقابل عنا حلول,مع ديزكسبرغ يقولك مع تهيز إصلاح الأنظمة هذوما ونسول لإصلاح بشي طرق بشمعت ينجر عليه انخفاض في مستوى جريات يعني اليوم هالاشكالية هذوما اللي اللي مطروحة في المقابل عنا حو
م لا كنفينسيون كادر متاع,الاتفاقية العامة
متاعك متاع انت طلعت في السلم الإجتماعي متاع أكال you made it entre guillemet,أنتي أكنت عندك لا تصل لمجتمعين، تكلي you made it أنتو اليوم،
بدنية عضوية و إلي تعيقهم والمدرسة التربوية قامت الجهود في السابق لكن غير كافية و هذي يلزمنا نتذكروها خاصة في انو في الظرف الحالي في تونس الفئة هاذيا كان تناسيناها,البدنية عضوية ولتعيقهم والمدرسة التربوية قامت جهود في السابق لكن غير كافية وهذه زمن نذكرهم خاصة في إنه في الظرف الحالي في تونس الفئة هذه كنا نسينها
تطلب برشا,تلة برشة
جيتو معناها من بلاصة بعيدة مش حتى بعيدة من بلاصة أخرى معناها they kinda use you or something you know like,جيتوا معنيم بلاس بعيدا مش هذا بعيدا بلاس اخرى معنيها they kinda use you or something you know like
قبيلة كنت نحكي مع سيد عالصحراء و كل شيء هو أنو,أعتقدني قبلك ونحكي مع سيد على الصحراء وكل شيء هو أنه
and مانيش عارفة كيفاش ال système متاع القراية ما عندي حتى,أنت من إيش عارفة كيف إيش السистемة على القرية ما عندي ح
خاطر تفرق بشتعمل في الدار فهمت par contre مفماش واحد vraiment عامل effort في الدار و مايلقاش résultat صعيب,خطر تفرق بتش تعمل في الدار فهمت؟ باركونتر ما تلقاش واحد فريمو عمل إيفور في الدار وما يلقاش ريزلتا صعب
وين باش تضرب وين البرامج إلي قاعدين يتعداوا فيها كيما يلزم,وين بشتضرب وين البرامش اللي قاعدين يتعديوا فيها كي ما يلزم
هذايا لي أحنا نوفروه,هذه اللي نحن نوفره
زوز هامبرغر و زوز قهاوي يعيشك باش نهزوهم,سوز همبرجر وسوز خاوي عايشك بيشنهزوه
نقلكم أعرفوا your goals على خاطر كان انت your goals,نقولكم أعرفوا your goals على خاطر كان أنت your goal
أترفار,أَتَرَافِير
كبيرة من أوروبا و من إيطاليا بالتحديد باش نكونوا معنتها باش نحصروا الحدود الأوروبية و باش ننخرطوا فسياسة الهجرة,كبيرة من ااا أوروبا ومن إيطاليا بالتحديد بش يكونوا معناتها بشنحرصوا الحدود الأوروبية وبنخرتو في ال في سياسة الهجرة
كتب يكتب كاتب,كتب يكتب كتب
وتنفستي عليهم ماللي هو صغير هو كل شيء أحنا نحاولو في الصالون متعنا هذايا نثمنو المجهودات وثمنوا خاصة قيمهدة المارشي هذايا نوفر معنها للشركات أونفيرونمون باهي باش ينفستيو ولا يعملوا بي توا بي,ماليا وتنفيست عليهم اللي هو صغير، ملي هو كل شيء أنا نحاول في صالونم تاني هذي الثمن والمجهودات والثمن خصوصا قيمة المرشى هذي الموفر مانه للشركات، ما بيرمون مبي بشي يتنفيسته ولا يعملوا ب
بالله آه هاكي إل كنفرمسيون بور بور آه الترينو متاع الثلاثة لتونس سلام عليكم,إيّة تأكيدات برضو تريند التأثيرات
في الليسة متاعي فمة,فليس أنت عايز فما
قنلي شبيك résultat قلتلها تي باهي أخرج عليا عاد صايي خنكمل نرقد مريقل نجحت يعطيني الصحة خنرقد على روحي و الله و رجعت رقدت,أقولك قلت ليش بيك رزفته اخترتي به يخرج عليه عاد صحيح هنكمل نرقد مريك النزح تعطينا صحة غنرقد على والله مريجاتر ق
تبطيل الدخان متاع ستة شهور و ثمنية شهور عملت تحليل و الحمد نعم معناتها التحليل و سى فا وشافتو لا باس و,تبتدي الدخان تشتت شورث ماني أشوف ب شريف نعم نسمع في كم السيد مات تحليله صبر وشفت له لباسه
الكتاب هذا نهديه لكل تونسي حس إلي الكتاب يحكي عليه,كتاب هذا نهديه الكولتونس حسب اللي الكتاب يحكي عليه
السرفيس,السّلّيس
مشى القهوة و قعد في طاولة فارغة,مشاهل القهوة أقعد في طاولة فارغة
و كيف نيأس نهبط من الصمعة,وكيف نيس نعمل تصميم
سطاش,سُطَرْش
ايه اغسلهم على الاول موش مع بعضهم,أي أخسر مع الأول مش مع مش مع بعض
ال ideas لي قاعدين يجيوني ما شاء الله,الأيديز اللي قاعدين يجيون ما شاء الله
الفيلم باش يحكيلنا الحكاية سو en,so الفيلم بشرحكينا الحكاية
لأن ما يعتبرش روحو إلي هو محمي,يعني ما يعتبر شرح اللي هو محمي
إلي quarante pourcent مال plastique هذاكة à usage unique معناها حياتو تدوم cinq minutes peut être,40 من البلاستيك avec à usage unique مارن هاريت أو دوم 5 دقائق peutêtre
المرأة,لمرأة
خسارة,خسارة
secteur تلقا les professionels du secteur,القطاع تالك على المهنيين du القطاع
كهو كل واحد il gère comme il نوع من الحماية معناها نوع مال أيه,ك هو كل واحد يجياخكم للنوع من الحماية ما نوع؟ نوع من ااا إيه
البنية,البني
الباب,البيب
الفوق,الفو
إنو البلاد ما تقعدش في مرحلة انتقالية,إنه البلاد ما تعودش في مرحلة انتقالية
الصوت,السود
يا سيدك بن سيدك,ينسيتك بنسيتك
كانو فما تلاثه حلالف صغار عايشين مع أمهم في دار صغيرة,كين وفهمت ليه سحليل في صغار عايشين مع أمهم في دار صغيرة
نهار من النهارات جا الوقت باش الحلالف يخرجو من دار أمهم و يتعلمو يعيشو وحدهم,نهار من هالرات جيل وقت بيشل حلالي في يخرجوا من دارهم ويدعّموا يعيش وحدهم
هكاك,حقيقة
عيطتلهم أمهم,عاية تتلهم أمهم
و قالتلهم يا ولادي جا الوقت باش تخرجو للدنية,وقالت لهم يا أولادي جي الوقت بجتخرجوا للدنيا
امشيو وأبداو حياتكم و متنساوش إلي تعملوه أعملوه بقلب و رب راهو إلي يحب الللو يسهر الليل بكلو و هكاكة تنجمو تعيشو حياتكم بالقدة,مشي وابتدي وحياتكم وما تنسوش اللي تعملوه عملوه في قلب ورب راه اللي يحب اللّل يصهر الليل بكله وهكذا نجم وتعيش وحياتكم بالقتال
حزانة شوية و في نفس الوقت هايجين سلمو الحلالف على أمهم و شدو ثنيتهم,حزينة شوية وفي نفس الوقت هيجين سلموا لحليلف على أمهم وشدوا نيتهم
حتى لين لقاو طرف أرض ينجمو يبنيو فوقو ديارهم,حتى لين لقاه وطرف أرض ينجمو يبنيو فوق ديارهم
الصغير فيهم حب يبني دارو بإلتبن,الصغير فيهم حب يبني دار ويتبن
مشى في بالو بش يبني دارو بزربة,مش في بيلو بيشيب نيدارو بزر بقى
و هكاك يقعدلو برشة وقت بش يلعب ياخي الحلوف الصغير,و هكذا يقعد لبرش وقت بشيلعب ياخي الحلف الصغير
بنا دارو و كملها في نها رواحد و هكاك عيط لخواتو و قاللهم شوفو شوفوو كملت داري,بني داره وكملها في نهار واحد وهكذا عيت أخويته قاللهم شوفوا كمل داري
كيف شاف خوه لكبير الدار قلو أهه هذي دار شاده في شعرة مثبت الدار هذي بش تحمينا من الذيب,كيف شيف خوهم الكبير الدار قالوا هه هذه دار شدة في كحة مثبتة الدار هذي بشتحمينها مزيبة
أما الحلوف الصغير كان مايهموش و قال لخوه أرتاح يا خويا طو كل شي يكون لباس,أما الحلف الصغير كن ما يهموش وقال خو تيا تيا يا خوية تأكل شيء كل بيس
باهي مبعد ماتجينيش تتشكا راهو اه قالو خوه لكبير,بهم بعد ما جيني تتشكّر هو قلخول كبير
الحلوف الوسطاني قرر بش يبني دارو باللوح,الحلف الوستاني قرّ بشبني دارو باللوح
مشى لمد أعراف شجر و حب يعمل بيهم كوخ و في دوب تلاثة أيام كملت الدار و كانت أصح من دار التبن متاع خوه الصغير,مشي لما دعراه في جر وحب يعمل بهم كوخ وفي دوب لساعات كملت الدار وكانت أصحى من دار تبن متحوه صغير
الخو الكبير مشالو لدار و قلو يا خويا الغالي يعطيك الصحه أما إلدار ماهيش لكل الكل,أخوه الكبير مشى للدار وقالوا يا خوي الغالي يعطيك صحة أما الدار ما هيش لك الكل
مثبت الدار هذي بش تحمينا من الذيب,مسبة الدار هذي بشتحمينها مذيبة
أما الحلوف الوسطاني قال لخوه أرتاح يا خويا الدار لباس عليها,أما الحلو في الوسطاني قال خو ارتاح يا خوية الدار لبس عليها
كيف كانو الحلالف الزوز عاملين جو في الديار متعهم إلي بناوهم كان خوهم لكبير مازال يبني في دارو و غارق في الخدمة للعنكوش على خاطرو قرر بش يبني دار من الحجر,كيف كانوا لحلياً في الزوز عملياً جوف ديار امتهم اللي بنيوهم كان خوهم الكبير مازال يبني في داره وغارق في الخدمة للعنكush على خاطره قرر بشبني داره من الحجر
خواتو مفهموش علاش يصعب فيها على روحو ياخي مشولو بش يحكيو معاه يا خويا شبيك تصعب فيها و هي ساهلة,خواته ما فهموش عليهش صعب فيها على روحه ياخي بشيله بشيحكيه معه ياخوية إش بيتصعب فيها وهي سهلة
كان عملت كيفنا راك ربحت و رتحت على بكري,كنا عملت كيفنا ركربحت ورتحت على بكري
أما خوهم لكبير كمل يخدم على روحو و ما خالاش كلام خواتو يفشلوه,أما أخوهم الكبير تم ليخدم على روحه وما خليش كلب أخواته يفشلوه
كيف وفات الجمعة يلقى روحو حتى هو كمل دارو بالحجر و الياجور,كيف فوتي الجمعة يلقروه حتى هو كمل دارو بالحجر واليجور
من غدوة جا ذيب جيعان بحذا ديارهم و وقف قدام دار التبن وقتلي الحلوف الصغير كان مقيل في دارو,من غدوا جيزيب جيعان بحثا تجارهم وقف قدام دار تبن وقتلى الحلو في الصغير كين مقيل في داره
ياخي دق الذيب الباب,يا خد قزيب بالبيب
و قال,قال
حل الباب و خليني ندخل ماكانشي ندخل ونخرج و ننفخ على دارك نطيرهالك,حل الباب وخليني ندخل ما كانش يندخل ونخرج وننفق على دارك نطير هلك
قالو الحلوف برا بعيد ماعندك ماتعمل مكش باش تكسرلى داري ياخي الذيب دخل و خرج و نفخ على الدار طيرها,قالوا حلوف برا بعيد ما عندك ما تعمل ما كش بيشت كسل لي داري ياخي زي بتخل دخل وخرج ونفخ على الدار طيرها
و بسيف نجم يهرب إلحلوف الدار خوه المتوسط إلي معموله من اللوح,وبالسيف ما نجم يهرب الحلو في الصغير الدارخوه الوسطاني اللي معموله من لوح
كيف دق الباب حلو خوه و نقز هو في وسط الدار,كيف تقع الباب حلخوه ونجز هو في وسط الدار
و فيسع ما سكر الباب و قال مرعوب الذيب جاي الذيب جاي ياخي,وفيسا مسكر البيب وقال مرعوب زيب شيء زيب شيء يا خويا
ياخي خوه طمنو و قالو ماتخافش الذيب مينجم يعملنا شي في داري,ياخي خوه طمن وقال له ما تخافش؟ زيب ما ينجم يعاملنا حتى شيء في داري
زاد شوية و خلط عليهم الذيب لدار الحلوف الوسطاني و دق الباب و قال,زيت شوية وخلطت عليهم زيب للدار الحلو في الوسطاني ودق الباب وقال
حل الباب و خليني ندخل ماكانشي ندخل و نخرج و ننفخ على دارك نطيرهالك,حل الباب وخليني ندخل ما كان شيء ندخل ونخرج وننفخ على دارك نطير هيك
ياخي الذيب دخل و خرج و نفخ على الدار طيرها و بسيف مانجمو يهربو الحلالف الزوز لدار خوهم لكبير,يختجيب دخل وخرج ونفخ على الدار طيرها وبصيف ما نجم يهرب والحلال في الزوز الدار خوهم الكبير
كيف وصلو و شعرة لا شدهم الذيب دخلو لدار مرعوبين يعيطو الذيب جا الذيب جا يا خويا,كيف وصلوا وشعره ولشدهم الزيب دخلوا الدار خوهم مرعبين يعيطوا زيب جي زيب جي يا خوية
أما خوهم لكبير قعد رايض و قال متخافوش الذيب ماعندو مايعمللنا في داري,عم أخوه الكبير قعد رايز وقال ما تخافوش الزيب مع عنه ما يعملنا في دار
ياخي جا الذيب و دق الباب و قال بالقوي,ياخي جذيب ودق الباب وقال بالقوي
حل الباب و خليني ندخل ماكانشي ندخل ونخرج و ننفخ على دارك نطيرهالك,حل الباب وخليني ندخل ما كانش يندخل ونخرج وننفخ على دارك نطير هلك
أنسى يا ذيب ماكش بش تنجم تدخللها الدار,أنت سيديب ما كش بتشت نجوم تدخل لها دار
قال الحلوف لكبير,الحلوف الكبير
ياخي تنرفز الذيب,يحي نرفز زيب
و دخل و خرج و نفخ و ما صارحتى شي لدار ياخي زاد نفخ و نفخ و نفخ,و دخل وخرج ونفخ وما صار حتى شيء للدار ياخي زاد نفخ ونفخ ونفخ
أما مناجمشى يحرك حجرة وحدة في دار,أما من الجمشي حرك حجرة واحدة في الدار
كيف تعب الذيب حب يجرب ثنيه أخرى,كيف تعب بزيب حب يجرب ثنية واحدة أخرى؟
