category,instruction,response
advice_guidance,تحليل السيدا (HIV) من الجيل الثالث ولا الرابع، شنوة الفرق بيناتهم؟,الجيل الثالث يلوج كان على 'الأجسام المضادة'، أما الرابع (Combo) يلوج على الأجسام المضادة وعلى 'الفيروس' بيدو (P24). الجيل الرابع هو الأسرع والأصح في وقت قصير.
advice_guidance,عندي وجيعة لوطة على اليمين كأنها تريسينتي (كهرباء) وتزيد كِي نتحرك ولا نحصر البول، شنوة هذا؟,الوجيعة هذيك تنجم تكون من 'المبايض' ولا 'المصرانة الزائدة' ولا حتى رمل في الكلاوي. لازم تعمل 'سونار' (Échographie) باش تقطع الشك وتعرف البلاصة بالضبط.
advice_guidance,ياخي المرا اللي عندها بطانة رحم مهاجرة (Endométriose) تنجم تحبل طبيعي؟,إي نعم، تنجم تحبل. صحيح 'البطانة المهاجرة' تنجم تصعب الحكاية شوية، أما برشة نساء حبلوا وجابوا صغار لاباس. المهم المتابعة مع طبيب مختص.
advice_guidance,عندي ڨولون وكي نقعد نراجع ونميل لقدام نحس بالغازات في منطقة العانة، عادي؟,عادي جداً، وضعية القعدة تضغط على المصران وتدز الغازات للبلايص الواطية. حاول تقعد مستوي ونقص من الحليب والمعجنات تو ترتاح من النفخ.
advice_guidance,ناخذ في حرابش منع الحمل بانتظام أما البريود هربت عندها 18 يوم، شنوة نعمل؟,ساعات الحرابش تعمل لغبطة في الهرمونات. أول حاجة أعمل 'تست حمل' باش ترتاح، وكان طلع سلبي، كمل خوذ حرابشك بانتظام وتو ترجع تتريڨل وحدها.
advice_guidance,عندي كيس في الرحم والطبيبة عطتني دوفاستون، وأنا ما نحبش نحبل توا، عادي؟,الدوفاستون مووش متاع حبل ديريكت، هو يعدل الهرمونات ويذوب الكيس. كمل دواءك، وباش ما تحبلش، استعمل وسيلة منع حمل أخرى كِيما 'الواقي' لضمان الراحة.
advice_guidance,ياخي ينجموا يعملولي وجع اصطناعي (Déclenchement) وأنا في الأسبوع 39؟,ينجموا، أما الطبيب هو اللي يقرر حسب حالة 'عنق الرحم' وحالة الصغير. كان كل شيء مريڨل، المستحسن تستنى الوجع الطبيعي.
advice_guidance,بدني يقرص فيّ (لسع) في رقبتي وصدري كِي نخرج للشمس ولا ناكل الحار، بلا احمرار؟,هذي نوع من الحساسية تتسمى 'الشرى' (Urticaire). خوذ حرابش 'مضاد هيستامين' وابعد على الماكلة اللي تشعل البدن (الفلفل والبهارات) واشرب الماء برشة.
advice_guidance,طفلة دخلت صبعها بالغلط في بلاصة البول وتجرحت، ياخي تضيع العذرية؟,فتحة البول بعيدة على 'غشاء البكارة'. الجرح البراني يبرى بالوقت، أما العذرية راهي لداخل وما تضيع كان بإيلاج كامل في المهبل. ما تخافش.
advice_guidance,ياخي المرا تنجم تحبل ديريكت بعد ما تقص على حرابش المنع؟,إي نعم، فمة نساء بمجرد ما يقصوا الحرابش، الماكينة (التبويض) ترجع تخدم ديريكت ويحبلوا من أول شهر.
advice_guidance,أنا نرضع وجاتني البريود دم مخلط بالبني وخيوط، عادي؟,مع الرضاعة الطبيعية، الهرمونات تبدأ 'دايخة' شوية، والبريود تنجم تجي 'مهرّبة' ولا لونها غريب. هذا عادي وما يخوفش.
advice_guidance,بنتي عمرها 11 سنة ومازالت تعمل البيبي في الفرش بالليل، شنوة الحل؟,في العمر هذا لازم تمشي لطبيب أطفال. ينجم يكون السبب نفساني (خوف، قلق) ولا عضلي (المثانة صغيرة). فمة تحاليل وتمارين خاصة تعاونها باش تفيق.
advice_guidance,عندي حكة وحمورية في المهبل وعمري 16 سنة، شنوة الدواء؟,استعملي مغاطس 'كربوناطو' (Bicarbonate) دافية، ونظفي بالباهي وشيحي بمنشفة قطن. وأخطاك من 'الملابس الداخلية' اللي فيها النيلون.
advice_guidance,الـ سكانير قالي عندي التحام في فقرات الظهر (Sacralisation de L5)، تخوف؟,هذي 'خلقة ربي' مووش مرض خطير، أما هي اللي تعملك الوجيعة في الظهر. الحل هو 'الترويض الطبي' وتقوية عضلات الظهر والكرش باش يخف الضغط.
advice_guidance,قصيت على دواء زيلاكس (Zelax) وحاسس بـ دوخة وضربات في راسي، عادي؟,هذيك 'أعراض انسحابية' خاطر قصيت الدواء فرد مرة. دواء الأعصاب لازم ينقص بالشوية بالشوية (نص حبة، ربع حبة) لين البدن يستأنس. تو تعدي أيام وتمشي.
advice_guidance,عندي وجيعة في راسي ومعدتي ودوخة ووجيعة في ركايبي وساقيا، شنوة السبب؟,الأعراض هذي مخلطة برشة. تنجم تكون 'فشلة' من نقص الحديد، ولا مشكلة في 'الأذن الوسطى' تعمل الدوخة والردان. لازمك تحاليل دم كاملة.
advice_guidance,ناخذ في دواء الباروكستين (Paroxetine)، ينجم يتفاعل مع دواء الڨريب؟,رد بالك! فمة أدوية تتفاعل وتعمل 'صدمة سيروتونين' (عرق، رعشة، دقة قلب قوية). ديما اسأل الطبيب قبل ما تخلط أدوية الڨريب مع أدوية الأعصاب.
advice_guidance,خويا عمل حادث وعرق يده الرئيسي تقطع، يعيش بوريد واحد؟,البدن فيه شبكة كاملة متاع عروق. كان العرق الرئيسي تقطع، الطبيب يثبت كان العروق الأخرى مكفية اليد بالدم، عادي يعيش لاباس.
advice_guidance,يخرج مني ماء شفاف كِي نخمم في القراية ولا الستريس، ياخي هذا منى؟,لا، هذا مووش منى. هذا يتسمى 'مذي' ويخرج بسبب الاحتقان ولا القلق. المنى ما يخرج كان بالشهوة القوية. هذا عادي من الستريس.
advice_guidance,تحليل السكر التراكمي (HBA1C) طلع 7.5 وأنا حامل، يضر الصغير؟,7.5 تتسمى عالية شوية للحامل. لازمك ريجيم قاسي ومتابعة مع طبيب السكر، خاطر السكر كِي يطلع ينجم يكبر حجم الصغير ويعمل مشاكل في الولادة.
advice_guidance,زرقولي إبرة منع حمل عندها 8 شهور والبريود ما جاتش لليوم، عادي؟,هذي من أكبر عيوب 'الزريقة' (Injection)، تقعد الهرمونات راقدة برشة. لازم تمشي للطبيبة تعطيك دواء يهبط البريود ويحرك الماكينة.
advice_guidance,نحيت اللولب والدم ما حبش يركح عنده 10 أيام، شنوة ناخذ؟,تنجم تاخذ 'دايسينون' (Dicynone) باش يحبس النزيف، أما كان الدم قعد يهبط برشة، لازم ترجع للطبيبة تثبت لا يكون جرح لداخل.
advice_guidance,ياخي الفاليوم (Valium) باهي للاكتئاب؟,الفاليوم يرخي ويهدي (Anxiolytique)، أما ما يداويش الاكتئاب. هو يعاونك في الأول باش ترقد، أما دواء الاكتئاب حاجة أخرى ولازمها وقت باش تخدم.
advice_guidance,كيفاش نستعمل العسل باش نحي الكحة؟,مغرفة عسل حر مع شوية قارس في ماء دافي الصباح على الريق. العسل يغلف الحلق ويقتل الميكروبات، أما راهو 'مساعد' مووش دواء سحري.
advice_guidance,صاحبي تجرح بـ شفرة حلاقة وما خرجش دم، ياخي يتعدى السيدا؟,مستحيل. السيدا تتعدى 'بالدم' المباشر ولا العلاقات. مادام ما ثماش دم وما ثماش جرح محلول، ما ثمة حتى خطر. اطمن.
advice_guidance,كان عندي صديد في الرحم وداويت، وعندي 8 شهور ما حبلتش، علاش؟,بعد الصديد، ينجم يكون صار انسداد خفيف في 'الڨرون' (Trompes). لازم تعمل 'راديو بالدواء' (Hystéro) باش تثبت اللي الطريق مسرح للحبل.
advice_guidance,صوابعي يتيبسوا (تصلب) كِي تبرد الدنيا وما عادش نجم نحركهم، شنوة هذا؟,تنجم تكون 'متلازمة رينو' (Raynaud)، العروق تضياق بالبرد. لازم تمشي لطبيب 'روماتيزم' يثبت لا يكون فمة روماتيزم في المفاصل.
advice_guidance,عملت أول سونار والطبية قالتلي عندك 4 أسابيع، وقتاش ندخل في شهر جديد؟,كل نهار '3' في الشهر (مثلاً 3 جانفي، 3 فيفري) تقفل شهر وتدخل في الجديد. الحساب بالأسابيع أصح (40 أسبوع حمل).
advice_guidance,ياخي الاكتئاب ينجم يولي هبلة (ذهان) مع الوقت؟,لا، الاكتئاب مرض والذهان (الهبلة) مرض آخر جملة. الاكتئاب خلل في هرمونات السعادة، والذهان خلل في إدراك الواقع. مووش كيف كيف.
advice_guidance,عندي كسل في الغدة وحاسة بدني فاشل وما نحب ناكل شي، من الغدة؟,إي نعم، الغدة هي 'الشموع' متاع البدن. كِي تنقص، الميتابوليزم يبرد، تولي فاشلة، تدوخي، والشهية تضيع. لازم تعديل جرعة 'الليفوتيروكس'.
advice_guidance,كيفاش نستعمل بومادة منع الحمل (Spermicide)؟,تتحط لداخل في المهبل 10 دقائق قبل الجماع. هي تقتل الحيوانات المنوية، أما راهي مووش مضمونة 100%، المستحسن معاها واقي.
advice_guidance,في عوض نص ميكروغرام حمض فوليك، الصيدلي عطاني 5 مجم، يضر؟,لا ما يضرش. حمض الفوليك يذوب في الماء، والبدن ياخذ حاجته والزايد يخرج في 'البيبي'. كمل اللي عندك ولاباس.
advice_guidance,عندي كلكوبة تحت إبطي وتوجع بعد ما ولدت، من الحليب؟,إي، تتسمى 'غدة حليب زايدة' ولا 'عقدة لمفاوية' تنفخت بسبب التهاب الصدر. مادامك ترضع، حاجة عادية، ادهن 'هيموكلار' وتو تمشي.
advice_guidance,ياخي الياغورت يطلّع الدم للحامل؟,لا، الياغورت ما عنده حتى علاقة بطلوع الدم (التنسيون). بالعكس، فيه الكالسيوم وباهي للعظام متاعك ومتاع الصغير.
advice_guidance,ياخي ينجم يصير حمل بلمسة يد فيها مذي من برا؟,صعيب برشة وشبه مستحيل. الحيوانات المنوية تموت ديريكت كِي تتعرض للهواء. لازم 'إيلاج' داخل المهبل باش يصير الحبل.
advice_guidance,عندي علاقة من التالي (شرجي)، ياخي نخسر عذريتي؟,لا، العلاقة الشرجية ما تمسش 'غشاء البكارة'. الغشاء موجود في فتحة المهبل من قدام. أما رد بالك، عندها مشاكل صحية أخرى.
advice_guidance,فمة دواء يكبّر القضيب ولا يداوي سرعة القذف بالرسمي؟,تكبير القضيب 'خرافة' وما ثمة حتى دواء يعمل هكا. أما سرعة القذف، دواها تمارين 'كيغل' (Kegel) والممارسة بانتظام والستريس لا.
advice_guidance,عندي وجيعة كِيما البريود وأنا وفاتلي عندها جمعة وناخذ في منع الحمل؟,ينجم يكون التهاب خفيف في الرحم ولا تقلق من الحرابش. كان الوجيعة قوية، أعمل 'إيكو' ثبت في المبايض.
advice_guidance,بنتي وذنها تسيل بـ علكة (صمغ) برتقالي، شنوة السبب؟,هذا صديد من الالتهاب. كمل 'المضاد الحيوي' اللي عطاه الطبيب وما تمسش وذنها بالماء لين تشيح بالباهي وتبرى.
advice_guidance,البريود تأخرت عليا بـ 3 أيام، ياخي نحبل؟ وكيفاش نطيّحه كان طلعت حامل؟,أول حاجة تعملها هي 'تست حمل' (Test de grossesse). قبل ما تخمم في تطييح الصغير، لازم تتأكد اللي فمة حمل أصلاً. والبريود تنجم تتأخر من الستريس ولا التعب.
advice_guidance,عندي وجيعة ومغص في معدتي وحرقة، خذيت فلاجيل (Flagyl) ياخي البول ولى غامق برشة، علاش؟,غمقان البول عادي مع الفلاجيل، موش حاجة تخوف. أما الحرقة والمغص لازمهم تثبيت عند الطبيب، تنجم تكون 'جرثومة المعدة' (H. Pylori) هي اللي تعذب فيك.
advice_guidance,أنا حامل في الشهر الثالث وعملت تحليل الحميراء (La Rubéole) وطلعت النسبة عالية، فمة خطر؟,مادام النسبة عالية والتحليل طلع (IgG)، معناها عندك 'مناعة' قديمة ولاباس. ما فمة حتى خطر على الجنين، تهنى.
advice_guidance,عمري 17 سنة والبريود موش مريغلة (تغيب شهرين) وصدرنا ما كبرش، شنوة نعمل؟,"لازمك تعمل تحاليل هرمونات (FSH, LH, Estrogène). تنجم تكون 'فشلة' في الهرمونات ولا تكيس مبايض، ولازم طبيبة نساء تتبع حالتك من توا."
advice_guidance,صاحبي قالي فمة زريقة (Injection) تزيد في الميزان وتسمّن، اسمها أنتروتاردي، باهية؟,رد بالك! الزرارق هذيك فيها 'كورتيزون' (Cortisone) وتعمل برشة مشاكل في الكلاوي والقلب وتنفخ البدن بالماء. ما تزرق حتى حاجة كان ما يقولك الطبيب.
advice_guidance,ديما جيعان وفاشل ومعدتي تحسها فارغة حتى كِي ناكل، ياخي عندي الدود؟,تنجم تكون 'فقر دم' (Anémie) ولا الدود بالرسمي. أعمل تحليل دم (NFS) وتحليل 'خروج' (Analyse des selles) باش تعرف رأسك من ساقيك.
advice_guidance,عندي اكتئاب الصباح بركة، ما نجمش نقوم من الفرش ونحس بضيق، وبعد نص نهار نولي لاباس. شنوة هذا؟,هذا يتسمى 'اكتئاب صباحي'. رد بالك تسكت عليه، خاطر كان ما يداواش ينجم يولي اكتئاب كامل النهار. أحكي مع مختص يرجعلك نظام 'الساعة البيولوجية' متاعك.
advice_guidance,عندي شقيقة ورعشة في يدي وعيني تغلام كِي نقوم، وعمري 16 سنة. عادي؟,مووش عادي برشة. التوتر والغش يعملوا هكا، أما لازم زادة تثبت في 'التنسيون' والسكر. لازمك تشوف طبيب يثبت في الأعصاب وفي نظام ماكلتك.
advice_guidance,هبط عليا وسخ بني (سائل بني) بعد الجماع وفي أيام التبويض، نخاف؟,لا ما تخافش، هذاك يتسمى 'دم التبويض' وعادي يصير عند برشة نساء وقت البويضة تخرج. حاجة طبيعية وما تستحقش دواء.
advice_guidance,كِي نقوم الصباح نحس بـ حريقة قوية في الڨرجومة ولا في البول، شنوة السبب؟,كان الحريقة في البول، لازم تحليل بول (ECBU) خاطر تنجم تكون 'ميكروب'. وكان في الصدر، راهو 'ردان معدة' (Reflux) يطلعلك بالليل.
advice_guidance,الصيدلي عطاني Anti-Deprex على خاطر الخوف والتوتر، نشريه؟,الحرابش هذي ما تتباعش هكاك! لازم طبيب أعصاب ولا نفساني يشخصك. ساعات 'الكلام' مع أخصائي ينفع أكثر من الحرابش اللي تدوّخ.
advice_guidance,كِي ناكل حاجة فيها هريسة ولا شطة، تجيني حكة قوية لوطة، فمة مرهم يبردني؟,أحسن مرهم هو أنك تبعد على 'الحار'. البدن قاعد يجاوب فيك اللي الماكلة هذيك قوية عليه. ابعد على الحار تو الحكة تمشي وحدها.
advice_guidance,عندي زغطة (Hoquet) ما حبتش تقص عندي أيام، وعندي جلطة قديمة، تخوف؟,لازم تثبت مع طبيب أعصاب ديريكت. الزغطة اللي تطول برشة تنجم تكون من تأثير الجلطة على مركز الأعصاب. ما تسكتش عليها.
advice_guidance,عندي وجيعة قوية في المهبل تخليني ما نجمش نمارس الجماع جملة، شنوة الحل؟,تنجم تكون التهابات قوية ولا 'دمل' مخفي. لازم تمشي تعدي، واقطع الجماع لمدة جمعة لين تبرى بالبومادة والمضادات الحيوية.
advice_guidance,عندي وجيعة وتنفخ في كعب ساقي، عملت راديو وطلع العظم لاباس. مالا شنوة؟,مادام العظم لاباس، تنجم تكون التهاب في 'الأوتار' ولا 'روماتيزم'. شوف طبيب روماتيزم يعملك تحاليل دم يثبت في 'الأملاح' (Acide urique).
advice_guidance,ياخي كِي تبدأ الدنيا باردة برشة، البدن يحرق شحم أكثر ولا أقل؟,في البرد، البدن يحرق طاقة أكثر باش يدفي روحه، أما راهو مووش معناها باش تضعف وأنت تاكل في العجين. الرياضة هي الكل.
advice_guidance,عندي وجيعة في كرشي عندها ساعات وما حبتش تبرد، شنوة ناكل؟,الوجيعة اللي تطول ما تداواش بالماكلة. لازم تعرف الوجيعة وين بالضبط؟ معاها ردان؟ حمى؟ لازم تشخيص باش ما تطلعش 'الزائدة' (Appendicite).
advice_guidance,نحس في رعشة وتنميل في الڨرجومة تحت تفاحة آدم، ومعاها دوخة، شنوة هذا؟,ثبت في 'الغدة الدرقية' (Thyroïde) ولا 'الفقرات' متاع الرقبة. ساعات التعب والوقفة الخايبة تضغط على العروق وتعمل الدوخة هذي.
advice_guidance,أنا نرضع ونحب نحبل، والتبويض عندي ضعيف، ينفع ناخذ كلوميد (Clomid)؟,ينفع، أما الرضاعة بيدها تضعف التبويض. لازم طبيبة النساء هي اللي تعطيك الجرعة باش ما تعملش مشاكل في المبايض.
advice_guidance,عندي وجيعة في المخرج وما نعرفش من شنوة، شنوة نعمل؟,لازم فحص سريري عند الطبيب. تنجم تكون بواسير، ولا 'جرح' (Fissure)، ولا التهاب. ما تاخذ حتى مرهم من راسك قبل ما يعرف الطبيب شنوة فمة.
advice_guidance,زرقولي زريقة انتصاب في القضيب عندها 5 شهور، ولتو نحس بوجيعة، عادي؟,الزريقة تنجم تعمل جرح صغير لداخل يطول باش يبرى. الوجيعة تو تمشي بالوقت، أما كان فمة 'تكتل' صلب، لازم تمشي لطبيب مسالك بولية.
advice_guidance,أنا نجري برشة (رياضي) أما ديما توجعني معدتي من الجنب اليمين كِي نجري، علاش؟,أعمل 'سونار' (Échographie) على البطن ثبت في 'المرارة' وفي 'الكبدة'. وزيد ثبت في طريقة تنفسك وشربك للماء وأنت تجري.
advice_guidance,أنا شاب وعمري 21 سنة، كِي نقذف يخرجوا قطرات بركة مذي، ما فمة حتى مني. شنوة الدواء؟,لازم تعمل تحليل مني (Spermogramme) وتحليل هرمونات. تنجم تكون عندك مشكلة في 'البروستات' ولا الهرمونات طايحة. شوف اختصاصي مسالك بولية.
advice_guidance,تحليل الحمل طلع 87، وهبط عليا وسخ بني ووجيعة في ظهري، سقطت؟,النسبة هذي تبين اللي فمة حمل، أما الوسخ والوجيعة يخوفوا. لازم 'سونار' ديريكت باش تشوف الجنين في بلاصته ولا لا، وترقد على ظهرك.
advice_guidance,أنا نمارس في العادة من عمري 6 سنين، وتوا وليت نقذف في فيسع (أقل من دقيقة)، فمة حل؟,سرعة القذف عندها علاقة بالعادة. الحل هو تمارين 'كيغل' (Kegel) باش تقوي عضلات الحوض، وتوقف على العادة وتعمل الرياضة.
advice_guidance,ياخي ممارسة الجنس من الدبر وقت البريود تعمل حمل؟,لا، الجنس من الدبر ما يعملش حمل جملة. أما راهو يعمل برشة ميكروبات والتهابات خايبة للزوز.
advice_guidance,عندي كيس (Kyste) بجنب الكلوة اليسار حجمه 11 سم، يقتل؟,كان الكلوة تخدم مريغلة وما عندكش وجيعة، ما يقتلش. أما الحجم 11 سم يتسمى كبير ولازم مراقبة كل عام بالسونار باش ما يضغطش على الكلوة.
advice_guidance,البريود جاتني نهار 29 نوفمبر، ياخي أيام التبويض من 8 لـ 13 ديسمبر صحيحة؟,إي نعم، الحسبة صحيحة ومريغلة. هذوك هما الأيام اللي تكون فيها الخصوبة طالعة.
advice_guidance,كنت مدمن على العادة وبطلت توا، كيفاش نرجع صحتي وطولي؟,ركز على الماكلة الصحية (عسل، مكسرات، حوت) والرياضة. الطول عنده علاقة بالوراثة أكثر، أما الرياضة تحسن الوقفة والبدن.
advice_guidance,ياخي دواء كونسابسيو (Conception) يخلي المرا تحبل في شهر بركة؟,هذا دواء مكمل يعاون، أما ما يضمنش الحمل 100% في شهر. الحمل رزق من عند ربي ولازم الصبر والمداومة.
advice_guidance,أنا حامل وعندي قرح في المعدة و وليت نرد في الدم، شنوة ناكل؟,ردان الدم حالة خطيرة ولازم تمشي للطوارئ ديريكت! ابعد على 'البرتقال' والقوارص خاطر تزيد تشعل المعدة، ولازمك دواء قرح خاص بالحوامل.
advice_guidance,نحس في وجيعة في قلبي وأعصابي داخلة بعضها ونحس في روحي باش نموت، شنوة نعمل؟,هذي علامات 'قلق حاد' (Crise d'angoisse). لازمك تتعلم تمارين التنفس والاسترخاء، وتحكي مع طبيب نفساني يفرغلك قلبك.
advice_guidance,أنا ضعيفة برشة (نحيفة) رغم اللي تحاليلي الكل سليمة، شنوة الحل؟,لازمك برنامج 'تسمين' فيه سعرات حرارية عالية (كول العجائن، زيت الزيتون، والمكسرات) وفاتح شهية كِيما الـ (Appétit) كان لزم.
advice_guidance,أنا حامل في الخامس وعملت العادة 3 مرات في ليلة، وكرشي تنفخت، فمة خطر؟,العادة وقت الحمل تعمل تقلصات في الرحم تنجم تضرك. اقطع العادة ديريكت وحافظ على جنينك، وكان الوجيعة قوية شوفي الطبيب.
advice_guidance,عملت تحليل حمل (HCG) ولقيته 273 وبعد 8 أيام ولى 598، الحمل طبيعي؟,الحمل قاعد يزيد أما 'رزين' شوية. لازم تعمل 'سونار' باش تتأكد اللي الجنين ينمو مريغل وقلبه يدق.
advice_guidance,أنا حامل في الأسبوع 17 ونهبط في إفرازات بريحة خايبة، الصغير لاباس؟,الريحة الخايبة تعني 'ميكروب' (Infection). لازم تداويها فيسع خاطر الميكروب ينجم يحل عنق الرحم. شوفي الطبيبة ديريكت.
advice_guidance,عندي إفرازات صفراء تخرج من صدري وريحتها خايبة، ياخي سرطان؟,مووش شرط سرطان، تنجم تكون التهاب قوي في القنوات. أما لازم تمشي لجراح يثبت في الصدر ويعملك 'ماموغراف' (Mammographie) للحيطة.
advice_guidance,ديما نلف ذكري بمنديل ورقي على خاطر المذي يخرج برشة، يعقّم؟,المنديل الورقي ما يعملش عقم، أما ينجم يعمل 'تسلخات' وحكة. أخطاك منه ودوش ديما والبس قطن، والمذي حاجة طبيعية.
advice_guidance,واحد رشني بالماء وهو خارج من تواليت عمومية، وجاء الماء في فمي، نمرض بالـ سيدا (SIDA)؟,مستحيل! السيدا ما تتنقلش هكاك. لازم دم ولا علاقة جنسية. وسوسة زايدة ما عندها حتى أساس علمي، اطمن.
advice_guidance,ياخي كثرة الضحك تنقص الوجيعة بالرسمي؟,إي نعم! الضحك يفرز 'الإندورفين' في المخ، وهي مادة تسكن الوجيعة طبيعي وتنسيك في التعب. اضحك الدنيا تضحكلك!
advice_guidance,خديت كعبة هالوكسين وأنا لاباس عليا، ياخي بدني تشنج ودخل بعضه، شنوة نعمل؟,الدواء هذا قوي ويأثر على الأعصاب. مفعوله يطير بالتدريج في 3 أيام. كان التشنجات قوية برشة، لازم تمشي لطبيب أعصاب ولا طبيب نفسي يوصفلك 'معدل' باش يرخيلك عضلاتك.
advice_guidance,علاش راجلي وجهه يصفار برشة وقت الجماع؟ ياخي تخوف؟,الاصفرار الفجئي ينجم يكون من فقر دم (Anémie) ولا تعب كبير وسوء تغذية. البدن وقت المجهود يبعث الدم للأعضاء المهمة، فيبان الوجه شاحب. خليه يعمل تحليل دم كامل (NFS) باش تتطمنوا.
advice_guidance,نحب نعرف أيام التبويض متاعي بالضبط باش نحبل، والبريود موش مريغلة، كيفاش؟,مادام الدورة موش منتظمة، الحساب بالورقة والقلم يغلطك. أحسن حل هو 'السونار المهبلي' عند الطبيبة، هي اللي تقيس حجم البويضة وتقلك وقتاش تخرج بالضبط.
advice_guidance,لقيت فيتامين D عندي 11، وفيتامين B12 طلع 330، ياخي ناقصين؟,فيتامين D عندك طايح برشة (نقص متوسط)، لازمك جرعة 5000 وحدة كل يوم لمدة شهر. أما B12، يتسمى مريغل وفي المعدل، ما تستحقش دواء كان ما عندكش تنميل قوي.
advice_guidance,عملت تحليل السيدا (HIV) بعد 70 يوم وطلع سلبي، ياخي كافي ولا نعاود؟,بعد 70 يوم (يعني أكثر من شهرين) النتيجة تعتبر قطعية بنسبة كبيرة برشة، خاصة كان التحليل من الجيل الرابع (Combo). اطمن وانسى الموضوع، النتيجة صحيحة.
advice_guidance,لقيت كيف القطن الأبيض في البول وصدري يوجع فيا، وما ثماش حمل، شنوة هذا؟,هذوم علامات 'انتعاش فطرية' ولا التهابات في المسالك البولية. 'القطن' هذا هو إفرازات مهبلية تخلطت بالبول. لازمك دواء للالتهابات وتو الوجيعة تمشي.
advice_guidance,صبعي عنده جمعتين يسطر عليا وما نجمش نثنيه، أما موش مكسور، شنوة السبب؟,ينجم يكون التهاب في الأوتار ولا بداية روماتيزم. لازمك تمشي لطبيب عظام ولا روماتيزم يعملك تصويرة (Radio) ويثبت في المفاصل قبل ما تيبس البلاصة.
advice_guidance,عندي 9 شهور عرس وما حبلتش، خديت الكلوميد 3 شهور وما خطفتش، نزيد ناخذ؟,ما تزيدش من راسك! الكلوميد دواء قوي وما يلزمش يتاخذ مدة طويلة وراء بعضها خاطر يتعب المبايض. ارجع لطبيبتك تبدلك الخطة ولا تزيد تثبت في أسباب أخرى.
advice_guidance,شنوة هو السكر بالضبط؟ وكيفاش نعرف اللي هو جاني؟,السكر هو كِي البدن ما عادش يعرف يحرق 'الجلوكوز' ويخليه يتراكم في الدم. علاماته: تمشي للتواليت برشة، تعطش برشة، تفشل، وتولي عينيك تغلام. كان تشك، أعمل تحليل 'سكر صائم' وارتاح.
advice_guidance,نقوم من النوم نلقى يدي وساقي منفوخين وصوابعي ما يتحركوش، علاش؟,النفخ هذا (Oedème) ينجم يكون من نقص حركة، ولا مشكلة في الكلاوي، ولا روماتيزم يخلي السوائل تتجمع في المفاصل بالليل. لازم طبيب روماتيزم يشوفك.
advice_guidance,الصيدلي عطاني دواء دولوكستين على جال سرعة القذف، ياخي يصلح؟,هو دواء أعصاب أما يعاون في تأخير القذف. أما أحسن منه هي تمارين 'كيغل' (تكبس وترخي عضلات الحوض). داوم عليها 6 شهور وتو تولي 'سيد أسيادك' بلاش أدوية.
advice_guidance,راجلي عنده تشوهات في المني بنسبة 86%، ياخي هذا يمنع الحمل ولا يسقط الصغير؟,إي نعم، التشوهات القوية تصعب الحمل، وحتى كان صار حمل، ينجم يسقط (إجهاض) خاطر البويضة الملقحة ما تكونش سليمة. لازم راجلك يشوف طبيب مسالك بولية يداويه.
advice_guidance,نحب نستعمل ديزاكروفيس باش نسمن، ياخي فيه خطر؟,رد بالك! هذا دواء كورتيزون، يسمنك بالماء والشحم (نفخ كاذب) ويهريلك العظام ويضربلك المناعة والقلب. السمنة اللي تجي منه هي 'مرض' مووش صحة.
advice_guidance,ديما نحس بحاجة واحلة في حلقي (Gag reflex) ونحب نرد، شنوة الحل؟,هذا غالباً 'رد فعل بلعومي' بسبب 'الجاير' (Reflux) ولا حموضة المعدة اللي تطلع للحلق. نقص من المقلي والحار وكول وجبات صغيرة وتو يبرد الحلق.
advice_guidance,عندي أجسام مضادة للمني، ياخي تقتل الصغير في كرشي؟,لا، الأجسام المضادة للمني تصعب 'وقوع' الحمل أصلاً (تمنع التلقيح)، أما ما عندهاش علاقة بسقوط الصغير بعد ما يترشق في الرحم.
advice_guidance,كنت نعمل في العادة برشة، وتوا القضيب ما عادش ينتصب جملة حتى الصباح، شنوة هذا؟,هذا تعب نفسي وجسدي من الإفراط. العروق والأعصاب ارخاو. الحل: بطل العادة، مارس الرياضة، كول المكسرات والعسل والسمك، وتو يرجع 'العز' بالتدريج.
advice_guidance,بعد ما فضيت بكارة زوجتي، المنطقة ولات لزجة برشة وما عادش نستمتع، علاش؟,ينجم يكون من المني متاعك لزج، ولا إفرازات طبيعية من الزوجة. جربوا 'غسلان المهبل' بالماء الدافئ قبل الجماع بمدة، واصبر شوية تو يرجع الاحساس عادي.
advice_guidance,عندي وجيعة في صدري ويدي اليسار وتنميل، خايف تطلع القلب؟,الوجيعة اللي تتنقل تنجم تكون من المعدة (الجرثومة الحلزونية) ولا من الستريس والڨلق. أما كان الوجيعة كبسة قوية في الصدر، لازم تخطيط قلب (ECG) ديريكت للضمان.
advice_guidance,ياخي ينجم يصير حمل من اللمس البراني فوق الملابس في آخر نهار بريود؟,لا، مستحيل. الحيوانات المنوية ما تنجمش تخترق الملابس وتوصل لداخل الرحم وتلقح البويضة. نحي الوسواس من راسك.
advice_guidance,ياخي الحليب الغبرة (Madou) اللي فيه فيتامينات يضر المرا الحامل؟,لا ما يضرش، بالعكس باهي برشة خاطر فيه الكالسيوم والفيتامينات اللي تستحقهم الأم والجنين. اشرب وصحة وبالشفاء.
